,Year,Season,region,Name,Event,Sport
3506,2014,Winter,Brazil,13,13,"['Bobsleigh' 'Snowboarding' 'Freestyle Skiing' 'Alpine Skiing' 'Biathlon'
 'Cross Country Skiing' 'Figure Skating']"
3507,2014,Winter,Bulgaria,18,27,"['Biathlon' 'Luge' 'Alpine Skiing' 'Cross Country Skiing' 'Snowboarding'
 'Ski Jumping']"
3508,2014,Winter,Canada,217,93,"['Ice Hockey' 'Cross Country Skiing' 'Snowboarding' 'Bobsleigh'
 'Freestyle Skiing' 'Speed Skating' 'Ski Jumping' 'Alpine Skiing'
 'Figure Skating' 'Short Track Speed Skating' 'Biathlon' 'Luge' 'Skeleton'
 'Curling']"
3509,2014,Winter,Cayman Islands,1,2,['Alpine Skiing']
3510,2014,Winter,Chile,6,12,['Alpine Skiing' 'Cross Country Skiing' 'Freestyle Skiing']
3511,2014,Winter,China,63,45,"['Curling' 'Speed Skating' 'Snowboarding' 'Short Track Speed Skating'
 'Freestyle Skiing' 'Figure Skating' 'Cross Country Skiing' 'Biathlon'
 'Alpine Skiing']"
3512,2014,Winter,Croatia,11,16,['Alpine Skiing' 'Cross Country Skiing' 'Snowboarding']
3513,2014,Winter,Cyprus,1,2,['Alpine Skiing']
3514,2014,Winter,Czech Republic,87,65,"['Snowboarding' 'Alpine Skiing' 'Ice Hockey' 'Cross Country Skiing'
 'Figure Skating' 'Luge' 'Nordic Combined' 'Bobsleigh' 'Speed Skating'
 'Ski Jumping' 'Freestyle Skiing' 'Biathlon' 'Short Track Speed Skating']"
3515,2014,Winter,Denmark,10,9,['Curling' 'Alpine Skiing' 'Cross Country Skiing']
3516,2014,Winter,Dominica,1,1,['Cross Country Skiing']
3517,2014,Winter,Estonia,25,27,"['Biathlon' 'Figure Skating' 'Nordic Combined' 'Cross Country Skiing'
 'Ski Jumping' 'Alpine Skiing']"
3518,2014,Winter,Finland,99,41,"['Ice Hockey' 'Ski Jumping' 'Snowboarding' 'Cross Country Skiing'
 'Nordic Combined' 'Biathlon' 'Freestyle Skiing' 'Speed Skating'
 'Alpine Skiing']"
3519,2014,Winter,France,107,69,"['Freestyle Skiing' 'Figure Skating' 'Snowboarding' 'Cross Country Skiing'
 'Bobsleigh' 'Alpine Skiing' 'Biathlon' 'Luge' 'Nordic Combined'
 'Short Track Speed Skating' 'Ski Jumping' 'Speed Skating']"
3520,2014,Winter,Georgia,4,5,['Alpine Skiing' 'Figure Skating']
3521,2014,Winter,Germany,151,79,"['Ski Jumping' 'Cross Country Skiing' 'Speed Skating' 'Ice Hockey' 'Luge'
 'Bobsleigh' 'Curling' 'Snowboarding' 'Biathlon' 'Freestyle Skiing'
 'Figure Skating' 'Alpine Skiing' 'Nordic Combined' 'Skeleton'
 'Short Track Speed Skating']"
3522,2014,Winter,Greece,7,10,['Cross Country Skiing' 'Skeleton' 'Ski Jumping' 'Alpine Skiing']
3523,2014,Winter,Hungary,16,23,"['Alpine Skiing' 'Short Track Speed Skating' 'Biathlon' 'Speed Skating'
 'Cross Country Skiing']"
3524,2014,Winter,Iceland,5,7,['Alpine Skiing' 'Cross Country Skiing']
3525,2014,Winter,India,2,2,['Cross Country Skiing' 'Alpine Skiing']
3526,2014,Winter,Individual Olympic Athletes,1,1,['Luge']
3527,2014,Winter,Iran,5,5,['Alpine Skiing' 'Cross Country Skiing']
3528,2014,Winter,Ireland,5,8,['Alpine Skiing' 'Skeleton' 'Snowboarding' 'Cross Country Skiing']
3529,2014,Winter,Israel,4,5,['Figure Skating' 'Short Track Speed Skating']
3530,2014,Winter,Italy,110,75,"['Cross Country Skiing' 'Speed Skating' 'Nordic Combined'
 'Freestyle Skiing' 'Bobsleigh' 'Figure Skating' 'Snowboarding'
 'Ski Jumping' 'Alpine Skiing' 'Short Track Speed Skating' 'Biathlon'
 'Luge' 'Skeleton']"
3531,2014,Winter,Jamaica,2,1,['Bobsleigh']
3532,2014,Winter,Japan,109,59,"['Ice Hockey' 'Snowboarding' 'Figure Skating' 'Freestyle Skiing'
 'Speed Skating' 'Curling' 'Biathlon' 'Cross Country Skiing'
 'Short Track Speed Skating' 'Ski Jumping' 'Luge' 'Nordic Combined'
 'Bobsleigh' 'Skeleton' 'Alpine Skiing']"
3533,2014,Winter,Kazakhstan,50,47,"['Cross Country Skiing' 'Luge' 'Freestyle Skiing' 'Speed Skating'
 'Short Track Speed Skating' 'Biathlon' 'Alpine Skiing' 'Ski Jumping'
 'Figure Skating' 'Snowboarding']"
3534,2014,Winter,Kyrgyzstan,1,2,['Alpine Skiing']
3535,2014,Winter,Latvia,56,32,"['Alpine Skiing' 'Ice Hockey' 'Bobsleigh' 'Cross Country Skiing'
 'Skeleton' 'Luge' 'Biathlon' 'Short Track Speed Skating' 'Speed Skating']"
3536,2014,Winter,Lebanon,2,3,['Alpine Skiing']
3537,2014,Winter,Liechtenstein,3,5,['Cross Country Skiing' 'Alpine Skiing']
3538,2014,Winter,Lithuania,9,19,"['Cross Country Skiing' 'Alpine Skiing' 'Biathlon'
 'Short Track Speed Skating' 'Figure Skating']"
3539,2014,Winter,Luxembourg,1,1,['Cross Country Skiing']
3540,2014,Winter,Macedonia,3,6,['Cross Country Skiing' 'Alpine Skiing']
3541,2014,Winter,Malta,1,2,['Alpine Skiing']
3542,2014,Winter,Mexico,1,1,['Alpine Skiing']
3543,2014,Winter,Moldova,4,5,['Biathlon' 'Cross Country Skiing' 'Alpine Skiing' 'Luge']
3544,2014,Winter,Monaco,5,8,['Alpine Skiing' 'Bobsleigh']
3545,2014,Winter,Mongolia,2,2,['Cross Country Skiing']
3546,2014,Winter,Montenegro,2,3,['Alpine Skiing']
3547,2014,Winter,Morocco,2,4,['Alpine Skiing']
3548,2014,Winter,Nepal,1,1,['Cross Country Skiing']
3549,2014,Winter,Netherlands,39,28,['Snowboarding' 'Speed Skating' 'Short Track Speed Skating' 'Bobsleigh']
3550,2014,Winter,New Zealand,14,12,"['Alpine Skiing' 'Speed Skating' 'Skeleton' 'Snowboarding'
 'Freestyle Skiing']"
3551,2014,Winter,Norway,110,65,"['Ice Hockey' 'Freestyle Skiing' 'Ski Jumping' 'Biathlon' 'Snowboarding'
 'Cross Country Skiing' 'Speed Skating' 'Figure Skating' 'Nordic Combined'
 'Alpine Skiing' 'Luge' 'Curling']"
3552,2014,Winter,Pakistan,1,1,['Alpine Skiing']
3553,2014,Winter,Paraguay,1,1,['Freestyle Skiing']
3554,2014,Winter,Peru,3,5,['Cross Country Skiing' 'Alpine Skiing']
3555,2014,Winter,Philippines,1,1,['Figure Skating']
3556,2014,Winter,Poland,58,58,"['Cross Country Skiing' 'Speed Skating' 'Alpine Skiing' 'Nordic Combined'
 'Biathlon' 'Snowboarding' 'Bobsleigh' 'Ski Jumping' 'Luge'
 'Short Track Speed Skating' 'Freestyle Skiing']"
3557,2014,Winter,Portugal,2,4,['Alpine Skiing']
3558,2014,Winter,Romania,22,32,"['Alpine Skiing' 'Bobsleigh' 'Luge' 'Figure Skating' 'Skeleton'
 'Cross Country Skiing' 'Ski Jumping' 'Biathlon']"
3559,2014,Winter,Russia,213,94,"['Alpine Skiing' 'Short Track Speed Skating' 'Ice Hockey' 'Luge' 'Curling'
 'Snowboarding' 'Ski Jumping' 'Figure Skating' 'Cross Country Skiing'
 'Bobsleigh' 'Speed Skating' 'Freestyle Skiing' 'Skeleton' 'Biathlon'
 'Nordic Combined']"
3560,2014,Winter,San Marino,2,2,['Alpine Skiing']
3561,2014,Winter,Republic of Serbia,8,14,"['Bobsleigh' 'Alpine Skiing' 'Cross Country Skiing' 'Snowboarding'
 'Biathlon']"
3562,2014,Winter,Slovakia,62,38,"['Cross Country Skiing' 'Ice Hockey' 'Alpine Skiing'
 'Short Track Speed Skating' 'Biathlon' 'Luge' 'Bobsleigh'
 'Figure Skating' 'Freestyle Skiing']"
3563,2014,Winter,Slovenia,58,38,"['Biathlon' 'Nordic Combined' 'Cross Country Skiing' 'Ski Jumping'
 'Alpine Skiing' 'Snowboarding' 'Freestyle Skiing' 'Ice Hockey']"
3564,2014,Winter,South Korea,70,52,"['Ski Jumping' 'Freestyle Skiing' 'Curling' 'Alpine Skiing'
 'Short Track Speed Skating' 'Cross Country Skiing' 'Bobsleigh' 'Luge'
 'Speed Skating' 'Figure Skating' 'Snowboarding' 'Skeleton' 'Biathlon']"
3565,2014,Winter,Spain,20,25,"['Alpine Skiing' 'Snowboarding' 'Figure Skating' 'Freestyle Skiing'
 'Cross Country Skiing' 'Biathlon' 'Skeleton']"
3566,2014,Winter,Sweden,99,38,"['Ice Hockey' 'Speed Skating' 'Biathlon' 'Alpine Skiing' 'Curling'
 'Freestyle Skiing' 'Cross Country Skiing' 'Figure Skating' 'Snowboarding']"
3567,2014,Winter,Switzerland,152,62,"['Alpine Skiing' 'Ice Hockey' 'Freestyle Skiing' 'Ski Jumping' 'Bobsleigh'
 'Cross Country Skiing' 'Biathlon' 'Snowboarding' 'Luge' 'Curling'
 'Skeleton' 'Nordic Combined']"
3568,2014,Winter,Taiwan,3,5,['Short Track Speed Skating' 'Luge' 'Speed Skating']
3569,2014,Winter,Tajikistan,1,1,['Alpine Skiing']
3570,2014,Winter,Thailand,2,3,['Alpine Skiing']
3571,2014,Winter,Timor-Leste,1,1,['Alpine Skiing']
3572,2014,Winter,Togo,2,3,['Alpine Skiing' 'Cross Country Skiing']
3573,2014,Winter,Tonga,1,1,['Luge']
3574,2014,Winter,Turkey,6,10,['Figure Skating' 'Cross Country Skiing' 'Alpine Skiing']
3575,2014,Winter,England,53,40,"['Curling' 'Alpine Skiing' 'Bobsleigh' 'Skeleton' 'Freestyle Skiing'
 'Figure Skating' 'Short Track Speed Skating' 'Snowboarding' 'Biathlon'
 'Cross Country Skiing']"
3576,2014,Winter,USA,222,94,"['Figure Skating' 'Ski Jumping' 'Short Track Speed Skating' 'Snowboarding'
 'Skeleton' 'Ice Hockey' 'Biathlon' 'Cross Country Skiing'
 'Freestyle Skiing' 'Speed Skating' 'Luge' 'Curling' 'Bobsleigh'
 'Alpine Skiing' 'Nordic Combined']"
3577,2014,Winter,Ukraine,42,41,"['Freestyle Skiing' 'Cross Country Skiing' 'Biathlon' 'Snowboarding'
 'Figure Skating' 'Luge' 'Alpine Skiing' 'Nordic Combined'
 'Short Track Speed Skating']"
3578,2014,Winter,Uzbekistan,3,5,['Figure Skating' 'Alpine Skiing']
3579,2014,Winter,Venezuela,1,1,['Alpine Skiing']
3580,2014,Winter,"Virgin Islands, British",1,1,['Freestyle Skiing']
3581,2014,Winter,"Virgin Islands, US",1,2,['Alpine Skiing']
3582,2014,Winter,Zimbabwe,1,2,['Alpine Skiing']
3583,2016,Summer,Afghanistan,3,3,['Judo' 'Athletics']
3584,2016,Summer,Albania,6,6,['Weightlifting' 'Athletics' 'Swimming']
3585,2016,Summer,Algeria,64,48,"['Boxing' 'Football' 'Athletics' 'Judo' 'Sailing' 'Wrestling'
 'Weightlifting' 'Shooting' 'Rowing' 'Gymnastics' 'Fencing' 'Cycling'
 'Swimming']"
3586,2016,Summer,American Samoa,4,4,['Weightlifting' 'Athletics' 'Judo']
3587,2016,Summer,Andorra,4,4,['Swimming' 'Shooting' 'Athletics' 'Judo']
3588,2016,Summer,Angola,26,10,['Sailing' 'Handball' 'Shooting' 'Athletics' 'Rowing' 'Judo' 'Swimming']
3589,2016,Summer,Antigua,8,5,['Athletics' 'Swimming']
3590,2016,Summer,Argentina,215,80,"['Volleyball' 'Basketball' 'Hockey' 'Equestrianism' 'Sailing'
 'Rugby Sevens' 'Canoeing' 'Football' 'Swimming' 'Handball' 'Wrestling'
 'Boxing' 'Shooting' 'Athletics' 'Gymnastics' 'Tennis' 'Cycling'
 'Beach Volleyball' 'Golf' 'Modern Pentathlon' 'Judo' 'Weightlifting'
 'Rowing' 'Fencing' 'Synchronized Swimming' 'Triathlon']"
3591,2016,Summer,Armenia,31,32,"['Boxing' 'Athletics' 'Wrestling' 'Weightlifting' 'Shooting' 'Gymnastics'
 'Judo' 'Swimming']"
3592,2016,Summer,Aruba,7,6,['Judo' 'Taekwondo' 'Swimming' 'Sailing']
3593,2016,Summer,Australia,420,194,"['Swimming' 'Athletics' 'Shooting' 'Rowing' 'Football' 'Basketball'
 'Cycling' 'Water Polo' 'Beach Volleyball' 'Triathlon' 'Hockey'
 'Rugby Sevens' 'Diving' 'Sailing' 'Judo' 'Canoeing' 'Equestrianism'
 'Badminton' 'Synchronized Swimming' 'Modern Pentathlon' 'Golf'
 'Trampolining' 'Tennis' 'Table Tennis' 'Wrestling' 'Archery' 'Taekwondo'
 'Boxing' 'Gymnastics' 'Rhythmic Gymnastics' 'Weightlifting']"
3594,2016,Summer,Austria,71,61,"['Synchronized Swimming' 'Judo' 'Swimming' 'Badminton' 'Archery' 'Diving'
 'Athletics' 'Sailing' 'Cycling' 'Beach Volleyball' 'Gymnastics'
 'Table Tennis' 'Triathlon' 'Shooting' 'Wrestling' 'Canoeing' 'Rowing'
 'Tennis' 'Weightlifting' 'Equestrianism' 'Fencing' 'Rhythmic Gymnastics'
 'Golf']"
3595,2016,Summer,Azerbaijan,56,62,"['Taekwondo' 'Boxing' 'Rowing' 'Swimming' 'Cycling' 'Athletics'
 'Wrestling' 'Canoeing' 'Rhythmic Gymnastics' 'Judo' 'Shooting' 'Fencing'
 'Gymnastics' 'Triathlon' 'Archery']"
3596,2016,Summer,The Bahamas,29,20,['Athletics' 'Swimming' 'Rowing']
3597,2016,Summer,Bahrain,33,20,['Athletics' 'Swimming' 'Wrestling' 'Shooting']
3598,2016,Summer,Bangladesh,7,7,['Athletics' 'Swimming' 'Shooting' 'Golf' 'Archery']
3599,2016,Summer,Barbados,11,11,['Athletics' 'Swimming' 'Tennis' 'Shooting' 'Triathlon']
3600,2016,Summer,Belarus,120,86,"['Athletics' 'Boxing' 'Weightlifting' 'Rowing' 'Shooting' 'Tennis'
 'Fencing' 'Wrestling' 'Gymnastics' 'Sailing' 'Rhythmic Gymnastics'
 'Swimming' 'Trampolining' 'Basketball' 'Diving' 'Canoeing' 'Cycling'
 'Synchronized Swimming' 'Table Tennis' 'Archery' 'Modern Pentathlon'
 'Judo']"
3601,2016,Summer,Belgium,104,74,"['Athletics' 'Taekwondo' 'Swimming' 'Hockey' 'Judo' 'Golf' 'Cycling'
 'Gymnastics' 'Equestrianism' 'Tennis' 'Triathlon' 'Weightlifting'
 'Sailing' 'Shooting' 'Rowing' 'Canoeing' 'Archery' 'Badminton' 'Fencing']"
3602,2016,Summer,Belize,3,3,['Judo' 'Athletics']
3603,2016,Summer,Benin,6,6,['Fencing' 'Swimming' 'Judo' 'Athletics']
3604,2016,Summer,Bermuda,8,8,['Triathlon' 'Swimming' 'Athletics' 'Rowing' 'Sailing']
3605,2016,Summer,Bhutan,2,2,['Archery' 'Shooting']
3606,2016,Summer,Bolivia,12,10,['Athletics' 'Shooting' 'Judo' 'Swimming' 'Cycling']
3607,2016,Summer,Bosnia and Herzegovina,11,8,['Athletics' 'Tennis' 'Swimming' 'Judo' 'Shooting']
3608,2016,Summer,Botswana,12,7,['Athletics' 'Judo' 'Swimming']
3609,2016,Summer,Brazil,462,222,"['Water Polo' 'Volleyball' 'Basketball' 'Fencing' 'Sailing' 'Rugby Sevens'
 'Handball' 'Football' 'Beach Volleyball' 'Swimming' 'Shooting'
 'Equestrianism' 'Judo' 'Athletics' 'Trampolining' 'Gymnastics' 'Boxing'
 'Cycling' 'Hockey' 'Tennis' 'Canoeing' 'Synchronized Swimming'
 'Table Tennis' 'Archery' 'Rowing' 'Golf' 'Rhythmic Gymnastics' 'Diving'
 'Taekwondo' 'Wrestling' 'Weightlifting' 'Modern Pentathlon' 'Triathlon'
 'Badminton']"
3610,2016,Summer,Brunei,3,3,['Athletics' 'Badminton']
3611,2016,Summer,Bulgaria,51,51,"['Wrestling' 'Boxing' 'Swimming' 'Shooting' 'Rowing' 'Athletics' 'Tennis'
 'Judo' 'Cycling' 'Rhythmic Gymnastics' 'Canoeing' 'Modern Pentathlon'
 'Fencing' 'Badminton']"
3612,2016,Summer,Burkina Faso,5,5,['Athletics' 'Swimming' 'Judo']
3613,2016,Summer,Burundi,9,9,['Athletics' 'Judo' 'Swimming']
3614,2016,Summer,Cambodia,6,6,['Wrestling' 'Swimming' 'Athletics' 'Taekwondo']
3615,2016,Summer,Cameroon,22,13,['Volleyball' 'Wrestling' 'Athletics' 'Boxing' 'Weightlifting' 'Judo']
3616,2016,Summer,Canada,310,175,"['Diving' 'Swimming' 'Basketball' 'Athletics' 'Rowing' 'Volleyball'
 'Beach Volleyball' 'Cycling' 'Weightlifting' 'Judo' 'Football'
 'Rugby Sevens' 'Hockey' 'Boxing' 'Gymnastics' 'Tennis' 'Sailing'
 'Triathlon' 'Fencing' 'Trampolining' 'Equestrianism' 'Canoeing' 'Golf'
 'Archery' 'Wrestling' 'Badminton' 'Shooting' 'Modern Pentathlon'
 'Taekwondo' 'Synchronized Swimming' 'Table Tennis']"
3617,2016,Summer,Cape Verde,5,5,['Athletics' 'Taekwondo' 'Rhythmic Gymnastics' 'Boxing']
3618,2016,Summer,Cayman Islands,5,5,['Sailing' 'Swimming' 'Athletics']
3619,2016,Summer,Central African Republic,6,6,['Taekwondo' 'Athletics' 'Boxing' 'Swimming']
3620,2016,Summer,Chad,2,2,['Athletics']
3621,2016,Summer,Chile,42,36,"['Rowing' 'Weightlifting' 'Golf' 'Athletics' 'Judo' 'Gymnastics'
 'Shooting' 'Sailing' 'Beach Volleyball' 'Swimming' 'Equestrianism'
 'Taekwondo' 'Cycling' 'Tennis' 'Triathlon' 'Archery']"
3622,2016,Summer,China,427,211,"['Swimming' 'Triathlon' 'Rhythmic Gymnastics' 'Wrestling' 'Athletics'
 'Archery' 'Shooting' 'Diving' 'Modern Pentathlon' 'Badminton' 'Fencing'
 'Weightlifting' 'Basketball' 'Sailing' 'Judo' 'Hockey' 'Gymnastics'
 'Table Tennis' 'Volleyball' 'Trampolining' 'Rowing' 'Cycling' 'Golf'
 'Football' 'Synchronized Swimming' 'Boxing' 'Equestrianism' 'Canoeing'
 'Water Polo' 'Tennis' 'Taekwondo' 'Beach Volleyball']"
3623,2016,Summer,Colombia,143,85,"['Athletics' 'Rugby Sevens' 'Football' 'Archery' 'Synchronized Swimming'
 'Judo' 'Swimming' 'Boxing' 'Cycling' 'Equestrianism' 'Tennis'
 'Weightlifting' 'Gymnastics' 'Shooting' 'Wrestling' 'Sailing' 'Diving'
 'Taekwondo' 'Fencing' 'Table Tennis' 'Golf']"
3624,2016,Summer,Comoros,4,4,['Swimming' 'Athletics']
3625,2016,Summer,Cook Islands,9,9,['Athletics' 'Sailing' 'Swimming' 'Canoeing' 'Weightlifting']
3626,2016,Summer,Costa Rica,11,11,['Beach Volleyball' 'Cycling' 'Athletics' 'Triathlon' 'Swimming' 'Judo']
3627,2016,Summer,Croatia,85,47,"['Basketball' 'Water Polo' 'Handball' 'Shooting' 'Tennis' 'Sailing'
 'Gymnastics' 'Cycling' 'Table Tennis' 'Taekwondo' 'Athletics' 'Boxing'
 'Diving' 'Rowing' 'Judo' 'Weightlifting' 'Swimming' 'Wrestling']"
3628,2016,Summer,Cuba,117,99,"['Athletics' 'Taekwondo' 'Boxing' 'Judo' 'Wrestling' 'Table Tennis'
 'Volleyball' 'Shooting' 'Beach Volleyball' 'Modern Pentathlon' 'Rowing'
 'Swimming' 'Canoeing' 'Cycling' 'Badminton' 'Weightlifting' 'Fencing'
 'Gymnastics' 'Archery']"
3629,2016,Summer,Cyprus,15,19,['Athletics' 'Shooting' 'Cycling' 'Gymnastics' 'Swimming' 'Sailing']
3630,2016,Summer,Czech Republic,104,92,"['Rowing' 'Athletics' 'Cycling' 'Swimming' 'Fencing'
 'Synchronized Swimming' 'Canoeing' 'Triathlon' 'Wrestling'
 'Beach Volleyball' 'Tennis' 'Shooting' 'Table Tennis' 'Gymnastics' 'Judo'
 'Modern Pentathlon' 'Badminton' 'Sailing' 'Weightlifting' 'Golf']"
3631,2016,Summer,Democratic Republic of the Congo,4,4,['Athletics' 'Taekwondo' 'Judo']
3632,2016,Summer,Denmark,119,67,"['Rowing' 'Cycling' 'Badminton' 'Athletics' 'Football' 'Swimming'
 'Sailing' 'Handball' 'Equestrianism' 'Shooting' 'Table Tennis' 'Canoeing'
 'Golf' 'Wrestling' 'Triathlon' 'Tennis']"
3633,2016,Summer,Djibouti,7,7,['Swimming' 'Athletics' 'Judo']
3634,2016,Summer,Dominica,2,2,['Athletics']
3635,2016,Summer,Dominican Republic,26,22,"['Athletics' 'Archery' 'Weightlifting' 'Boxing' 'Tennis' 'Taekwondo'
 'Shooting' 'Equestrianism' 'Judo' 'Swimming' 'Cycling']"
3636,2016,Summer,Ecuador,37,29,"['Athletics' 'Wrestling' 'Swimming' 'Triathlon' 'Cycling' 'Boxing'
 'Weightlifting' 'Canoeing' 'Judo' 'Shooting' 'Rowing' 'Equestrianism']"
3637,2016,Summer,Egypt,121,87,"['Volleyball' 'Diving' 'Shooting' 'Boxing' 'Judo' 'Weightlifting'
 'Synchronized Swimming' 'Handball' 'Fencing' 'Modern Pentathlon'
 'Taekwondo' 'Swimming' 'Table Tennis' 'Athletics' 'Rowing'
 'Beach Volleyball' 'Archery' 'Wrestling' 'Canoeing' 'Gymnastics'
 'Equestrianism' 'Cycling' 'Sailing']"
3638,2016,Summer,El Salvador,8,10,['Swimming' 'Sailing' 'Shooting' 'Athletics' 'Weightlifting' 'Judo']
3639,2016,Summer,Equatorial Guinea,1,1,['Athletics']
3640,2016,Summer,Eritrea,12,6,['Athletics' 'Cycling']
3641,2016,Summer,Estonia,46,31,"['Swimming' 'Wrestling' 'Athletics' 'Fencing' 'Rowing' 'Cycling' 'Sailing'
 'Triathlon' 'Judo' 'Badminton' 'Archery' 'Shooting' 'Weightlifting']"
3642,2016,Summer,Ethiopia,37,16,['Athletics' 'Swimming' 'Cycling']
3643,2016,Summer,Fiji,53,14,"['Football' 'Swimming' 'Athletics' 'Rugby Sevens' 'Archery' 'Boxing'
 'Shooting' 'Judo' 'Weightlifting' 'Table Tennis']"
3644,2016,Summer,Finland,54,55,"['Sailing' 'Athletics' 'Wrestling' 'Golf' 'Swimming' 'Equestrianism'
 'Gymnastics' 'Archery' 'Cycling' 'Shooting' 'Taekwondo' 'Table Tennis'
 'Boxing' 'Judo' 'Weightlifting' 'Badminton' 'Rhythmic Gymnastics']"
3645,2016,Summer,France,392,202,"['Handball' 'Football' 'Cycling' 'Judo' 'Swimming' 'Rugby Sevens'
 'Gymnastics' 'Athletics' 'Basketball' 'Boxing' 'Rowing' 'Fencing'
 'Diving' 'Synchronized Swimming' 'Taekwondo' 'Weightlifting' 'Canoeing'
 'Triathlon' 'Modern Pentathlon' 'Sailing' 'Water Polo' 'Equestrianism'
 'Golf' 'Shooting' 'Tennis' 'Archery' 'Table Tennis' 'Volleyball'
 'Trampolining' 'Wrestling' 'Badminton' 'Rhythmic Gymnastics']"
3646,2016,Summer,Gabon,6,6,['Swimming' 'Athletics' 'Judo' 'Taekwondo']
3647,2016,Summer,Gambia,4,4,['Athletics' 'Swimming' 'Judo']
3648,2016,Summer,Georgia,40,40,"['Athletics' 'Wrestling' 'Tennis' 'Fencing' 'Swimming' 'Judo'
 'Weightlifting' 'Archery' 'Trampolining' 'Shooting' 'Canoeing'
 'Rhythmic Gymnastics']"
3649,2016,Summer,Germany,418,217,"['Athletics' 'Trampolining' 'Rowing' 'Equestrianism' 'Canoeing'
 'Gymnastics' 'Football' 'Tennis' 'Swimming' 'Cycling' 'Shooting'
 'Rhythmic Gymnastics' 'Sailing' 'Beach Volleyball' 'Table Tennis' 'Judo'
 'Hockey' 'Golf' 'Handball' 'Modern Pentathlon' 'Diving' 'Archery'
 'Wrestling' 'Badminton' 'Fencing' 'Boxing' 'Taekwondo' 'Triathlon'
 'Weightlifting']"
3650,2016,Summer,Ghana,13,12,['Athletics' 'Weightlifting' 'Swimming' 'Boxing' 'Judo']
3651,2016,Summer,Greece,92,65,"['Water Polo' 'Athletics' 'Rhythmic Gymnastics' 'Rowing' 'Cycling'
 'Swimming' 'Sailing' 'Table Tennis' 'Weightlifting' 'Judo' 'Fencing'
 'Shooting' 'Gymnastics' 'Synchronized Swimming' 'Wrestling' 'Archery']"
3652,2016,Summer,Grenada,6,4,['Swimming' 'Athletics']
3653,2016,Summer,Guam,5,5,['Athletics' 'Cycling' 'Swimming']
3654,2016,Summer,Guatemala,21,19,"['Athletics' 'Modern Pentathlon' 'Shooting' 'Badminton' 'Gymnastics'
 'Swimming' 'Sailing' 'Weightlifting' 'Judo' 'Cycling']"
3655,2016,Summer,Guinea,5,5,['Judo' 'Swimming' 'Athletics']
3656,2016,Summer,Guinea Bissau,5,5,['Wrestling' 'Athletics' 'Judo']
3657,2016,Summer,Guyana,6,7,['Athletics' 'Swimming']
3658,2016,Summer,Haiti,10,10,"['Wrestling' 'Judo' 'Swimming' 'Boxing' 'Athletics' 'Weightlifting'
 'Taekwondo']"
3659,2016,Summer,Honduras,23,8,"['Football' 'Taekwondo' 'Swimming' 'Boxing' 'Athletics' 'Weightlifting'
 'Judo']"
3660,2016,Summer,Hungary,153,113,"['Water Polo' 'Tennis' 'Wrestling' 'Boxing' 'Athletics' 'Swimming'
 'Sailing' 'Fencing' 'Judo' 'Canoeing' 'Shooting' 'Modern Pentathlon'
 'Triathlon' 'Gymnastics' 'Rowing' 'Diving' 'Table Tennis' 'Weightlifting'
 'Cycling' 'Badminton']"
3661,2016,Summer,Iceland,8,14,['Swimming' 'Athletics' 'Judo' 'Gymnastics']
3662,2016,Summer,India,112,67,"['Table Tennis' 'Athletics' 'Golf' 'Badminton' 'Wrestling' 'Rowing'
 'Shooting' 'Tennis' 'Archery' 'Hockey' 'Gymnastics' 'Swimming' 'Boxing'
 'Weightlifting' 'Judo']"
3663,2016,Summer,Individual Olympic Athletes,9,6,['Shooting' 'Fencing' 'Swimming']
3664,2016,Summer,Indonesia,28,20,"['Weightlifting' 'Badminton' 'Archery' 'Athletics' 'Rowing' 'Swimming'
 'Cycling']"
3665,2016,Summer,Iran,63,46,"['Wrestling' 'Fencing' 'Shooting' 'Table Tennis' 'Taekwondo' 'Athletics'
 'Weightlifting' 'Volleyball' 'Rowing' 'Judo' 'Cycling' 'Canoeing'
 'Swimming' 'Archery' 'Boxing']"
3666,2016,Summer,Iraq,20,5,['Weightlifting' 'Boxing' 'Judo' 'Rowing' 'Football']
3667,2016,Summer,Ireland,76,57,"['Equestrianism' 'Boxing' 'Athletics' 'Gymnastics' 'Hockey' 'Sailing'
 'Modern Pentathlon' 'Diving' 'Swimming' 'Badminton' 'Golf' 'Triathlon'
 'Rowing' 'Cycling']"
3668,2016,Summer,Israel,47,45,"['Sailing' 'Taekwondo' 'Golf' 'Cycling' 'Judo' 'Athletics' 'Triathlon'
 'Rhythmic Gymnastics' 'Synchronized Swimming' 'Swimming' 'Wrestling'
 'Weightlifting' 'Shooting' 'Tennis' 'Gymnastics' 'Badminton']"
3669,2016,Summer,Italy,309,171,"['Rowing' 'Water Polo' 'Volleyball' 'Cycling' 'Fencing' 'Shooting'
 'Athletics' 'Judo' 'Diving' 'Swimming' 'Sailing' 'Golf'
 'Rhythmic Gymnastics' 'Archery' 'Triathlon' 'Weightlifting'
 'Synchronized Swimming' 'Equestrianism' 'Boxing' 'Beach Volleyball'
 'Modern Pentathlon' 'Wrestling' 'Badminton' 'Canoeing' 'Gymnastics'
 'Tennis']"
3670,2016,Summer,Ivory Coast,12,12,['Athletics' 'Taekwondo' 'Judo' 'Swimming' 'Archery' 'Fencing']
3671,2016,Summer,Jamaica,56,32,['Athletics' 'Swimming' 'Diving' 'Gymnastics']
