,Year,Season,region,Name,Event,Sport
2121,1992,Winter,Taiwan,8,6,['Bobsleigh' 'Alpine Skiing' 'Figure Skating']
2122,1992,Winter,Turkey,8,5,['Alpine Skiing' 'Cross Country Skiing']
2123,1992,Winter,England,49,30,"['Bobsleigh' 'Freestyle Skiing' 'Cross Country Skiing' 'Alpine Skiing'
 'Figure Skating' 'Biathlon' 'Short Track Speed Skating' 'Speed Skating'
 'Luge']"
2124,1992,Winter,USA,148,56,"['Cross Country Skiing' 'Freestyle Skiing' 'Biathlon' 'Speed Skating'
 'Figure Skating' 'Ice Hockey' 'Bobsleigh' 'Alpine Skiing'
 'Short Track Speed Skating' 'Nordic Combined' 'Ski Jumping' 'Luge']"
2125,1992,Winter,"Virgin Islands, US",12,9,['Luge' 'Bobsleigh' 'Alpine Skiing']
2126,1994,Winter,American Samoa,2,1,['Bobsleigh']
2127,1994,Winter,Andorra,6,7,['Alpine Skiing']
2128,1994,Winter,Argentina,10,11,['Alpine Skiing' 'Biathlon']
2129,1994,Winter,Armenia,2,1,['Bobsleigh']
2130,1994,Winter,Australia,25,26,"['Bobsleigh' 'Short Track Speed Skating' 'Figure Skating'
 'Freestyle Skiing' 'Cross Country Skiing' 'Alpine Skiing' 'Speed Skating'
 'Biathlon' 'Luge']"
2131,1994,Winter,Austria,80,38,"['Alpine Skiing' 'Bobsleigh' 'Speed Skating' 'Ice Hockey' 'Biathlon'
 'Luge' 'Ski Jumping' 'Nordic Combined' 'Freestyle Skiing'
 'Cross Country Skiing']"
2132,1994,Winter,Belarus,33,29,"['Cross Country Skiing' 'Figure Skating' 'Biathlon' 'Speed Skating'
 'Freestyle Skiing' 'Ski Jumping' 'Nordic Combined']"
2133,1994,Winter,Belgium,5,6,['Short Track Speed Skating' 'Alpine Skiing']
2134,1994,Winter,Bermuda,1,1,['Luge']
2135,1994,Winter,Bosnia and Herzegovina,10,8,['Cross Country Skiing' 'Alpine Skiing' 'Bobsleigh' 'Luge']
2136,1994,Winter,Brazil,1,1,['Alpine Skiing']
2137,1994,Winter,Bulgaria,17,22,"['Figure Skating' 'Biathlon' 'Bobsleigh' 'Cross Country Skiing'
 'Alpine Skiing' 'Luge' 'Short Track Speed Skating']"
2138,1994,Winter,Canada,95,47,"['Ice Hockey' 'Speed Skating' 'Bobsleigh' 'Biathlon'
 'Short Track Speed Skating' 'Cross Country Skiing' 'Figure Skating'
 'Freestyle Skiing' 'Alpine Skiing' 'Luge']"
2139,1994,Winter,Chile,3,3,['Alpine Skiing']
2140,1994,Winter,China,24,17,"['Figure Skating' 'Freestyle Skiing' 'Speed Skating'
 'Short Track Speed Skating' 'Biathlon']"
2141,1994,Winter,Croatia,3,7,['Alpine Skiing' 'Cross Country Skiing']
2142,1994,Winter,Cyprus,1,1,['Alpine Skiing']
2143,1994,Winter,Czech Republic,63,27,"['Biathlon' 'Ice Hockey' 'Cross Country Skiing' 'Figure Skating'
 'Ski Jumping' 'Bobsleigh' 'Nordic Combined']"
2144,1994,Winter,Denmark,4,6,['Alpine Skiing' 'Cross Country Skiing' 'Figure Skating']
2145,1994,Winter,Estonia,26,21,"['Nordic Combined' 'Figure Skating' 'Biathlon' 'Cross Country Skiing'
 'Luge' 'Alpine Skiing']"
2146,1994,Winter,Fiji,1,1,['Cross Country Skiing']
2147,1994,Winter,Finland,61,31,"['Biathlon' 'Ski Jumping' 'Ice Hockey' 'Cross Country Skiing'
 'Freestyle Skiing' 'Figure Skating' 'Alpine Skiing' 'Nordic Combined']"
2148,1994,Winter,France,98,45,"['Ice Hockey' 'Freestyle Skiing' 'Alpine Skiing' 'Cross Country Skiing'
 'Biathlon' 'Short Track Speed Skating' 'Figure Skating' 'Bobsleigh'
 'Ski Jumping' 'Nordic Combined']"
2149,1994,Winter,Georgia,5,6,['Alpine Skiing' 'Luge' 'Ski Jumping']
2150,1994,Winter,Germany,112,48,"['Nordic Combined' 'Speed Skating' 'Ice Hockey' 'Alpine Skiing' 'Luge'
 'Cross Country Skiing' 'Biathlon' 'Bobsleigh' 'Ski Jumping'
 'Figure Skating' 'Freestyle Skiing']"
2151,1994,Winter,Greece,9,9,['Cross Country Skiing' 'Bobsleigh' 'Alpine Skiing' 'Luge' 'Biathlon']
2152,1994,Winter,Hungary,16,18,['Biathlon' 'Figure Skating' 'Alpine Skiing' 'Speed Skating' 'Bobsleigh']
2153,1994,Winter,Iceland,5,9,['Alpine Skiing' 'Cross Country Skiing']
2154,1994,Winter,Israel,1,1,['Figure Skating']
2155,1994,Winter,Italy,104,53,"['Cross Country Skiing' 'Short Track Speed Skating' 'Speed Skating'
 'Alpine Skiing' 'Luge' 'Ice Hockey' 'Bobsleigh' 'Biathlon'
 'Nordic Combined' 'Ski Jumping' 'Freestyle Skiing']"
2156,1994,Winter,Jamaica,4,2,['Bobsleigh']
2157,1994,Winter,Japan,59,49,"['Nordic Combined' 'Short Track Speed Skating' 'Cross Country Skiing'
 'Speed Skating' 'Ski Jumping' 'Alpine Skiing' 'Biathlon' 'Figure Skating'
 'Freestyle Skiing' 'Bobsleigh' 'Luge']"
2158,1994,Winter,Kazakhstan,29,32,"['Freestyle Skiing' 'Ski Jumping' 'Speed Skating' 'Cross Country Skiing'
 'Figure Skating' 'Alpine Skiing' 'Biathlon' 'Short Track Speed Skating']"
2159,1994,Winter,Kyrgyzstan,1,2,['Biathlon']
2160,1994,Winter,Latvia,27,20,"['Bobsleigh' 'Figure Skating' 'Biathlon' 'Luge' 'Cross Country Skiing'
 'Speed Skating']"
2161,1994,Winter,Liechtenstein,10,11,['Alpine Skiing' 'Luge' 'Cross Country Skiing']
2162,1994,Winter,Lithuania,6,12,['Figure Skating' 'Biathlon' 'Cross Country Skiing']
2163,1994,Winter,Luxembourg,1,5,['Alpine Skiing']
2164,1994,Winter,Mexico,1,1,['Alpine Skiing']
2165,1994,Winter,Moldova,2,4,['Biathlon']
2166,1994,Winter,Monaco,5,3,['Bobsleigh' 'Alpine Skiing']
2167,1994,Winter,Mongolia,1,2,['Short Track Speed Skating']
2168,1994,Winter,Netherlands,21,17,"['Speed Skating' 'Freestyle Skiing' 'Bobsleigh'
 'Short Track Speed Skating']"
2169,1994,Winter,New Zealand,7,8,['Alpine Skiing' 'Short Track Speed Skating']
2170,1994,Winter,Norway,87,48,"['Alpine Skiing' 'Cross Country Skiing' 'Ice Hockey' 'Biathlon'
 'Nordic Combined' 'Ski Jumping' 'Short Track Speed Skating'
 'Freestyle Skiing' 'Speed Skating' 'Luge']"
2171,1994,Winter,Poland,28,26,"['Cross Country Skiing' 'Figure Skating' 'Speed Skating' 'Biathlon' 'Luge'
 'Ski Jumping' 'Alpine Skiing' 'Nordic Combined']"
2172,1994,Winter,Portugal,1,4,['Alpine Skiing']
2173,1994,Winter,Puerto Rico,5,2,['Bobsleigh']
2174,1994,Winter,Romania,23,26,"['Cross Country Skiing' 'Luge' 'Speed Skating' 'Biathlon' 'Bobsleigh'
 'Alpine Skiing' 'Figure Skating']"
2175,1994,Winter,Russia,113,56,"['Ice Hockey' 'Speed Skating' 'Cross Country Skiing' 'Luge' 'Biathlon'
 'Alpine Skiing' 'Ski Jumping' 'Freestyle Skiing' 'Figure Skating'
 'Nordic Combined' 'Bobsleigh' 'Short Track Speed Skating']"
2176,1994,Winter,San Marino,3,2,['Bobsleigh' 'Alpine Skiing']
2177,1994,Winter,Senegal,1,1,['Alpine Skiing']
2178,1994,Winter,Slovakia,42,22,"['Ice Hockey' 'Nordic Combined' 'Cross Country Skiing' 'Luge' 'Biathlon'
 'Alpine Skiing' 'Ski Jumping']"
2179,1994,Winter,Slovenia,22,18,['Alpine Skiing' 'Ski Jumping' 'Biathlon']
2180,1994,Winter,South Africa,2,3,['Short Track Speed Skating' 'Figure Skating']
2181,1994,Winter,South Korea,21,19,"['Cross Country Skiing' 'Speed Skating' 'Short Track Speed Skating'
 'Alpine Skiing' 'Figure Skating']"
2182,1994,Winter,Spain,13,14,"['Figure Skating' 'Alpine Skiing' 'Cross Country Skiing'
 'Freestyle Skiing']"
2183,1994,Winter,Sweden,84,45,"['Ice Hockey' 'Alpine Skiing' 'Biathlon' 'Speed Skating'
 'Cross Country Skiing' 'Bobsleigh' 'Luge' 'Ski Jumping'
 'Freestyle Skiing' 'Short Track Speed Skating']"
2184,1994,Winter,Switzerland,59,35,"['Alpine Skiing' 'Bobsleigh' 'Cross Country Skiing' 'Freestyle Skiing'
 'Biathlon' 'Nordic Combined' 'Speed Skating' 'Ski Jumping' 'Luge'
 'Figure Skating']"
2185,1994,Winter,Taiwan,2,1,['Bobsleigh']
2186,1994,Winter,Trinidad and Tobago,2,1,['Bobsleigh']
2187,1994,Winter,Turkey,1,1,['Cross Country Skiing']
2188,1994,Winter,England,32,27,"['Cross Country Skiing' 'Alpine Skiing' 'Freestyle Skiing'
 'Figure Skating' 'Biathlon' 'Bobsleigh' 'Short Track Speed Skating'
 'Luge']"
2189,1994,Winter,USA,148,59,"['Cross Country Skiing' 'Speed Skating' 'Short Track Speed Skating'
 'Freestyle Skiing' 'Ice Hockey' 'Ski Jumping' 'Figure Skating' 'Luge'
 'Biathlon' 'Bobsleigh' 'Alpine Skiing' 'Nordic Combined']"
2190,1994,Winter,Ukraine,37,32,"['Figure Skating' 'Biathlon' 'Bobsleigh' 'Freestyle Skiing' 'Ski Jumping'
 'Speed Skating' 'Alpine Skiing' 'Luge' 'Nordic Combined'
 'Cross Country Skiing']"
2191,1994,Winter,Uzbekistan,7,4,['Freestyle Skiing' 'Figure Skating']
2192,1994,Winter,"Virgin Islands, US",8,4,['Luge' 'Bobsleigh']
2193,1996,Summer,Afghanistan,2,2,['Athletics']
2194,1996,Summer,Albania,7,7,['Athletics' 'Shooting' 'Cycling' 'Weightlifting' 'Wrestling']
2195,1996,Summer,Algeria,45,29,"['Handball' 'Boxing' 'Weightlifting' 'Athletics' 'Fencing' 'Wrestling'
 'Judo' 'Rowing' 'Swimming']"
2196,1996,Summer,American Samoa,7,6,['Weightlifting' 'Athletics' 'Sailing' 'Boxing' 'Wrestling']
2197,1996,Summer,Andorra,8,7,['Shooting' 'Athletics' 'Judo' 'Sailing' 'Swimming']
2198,1996,Summer,Angola,28,8,['Handball' 'Basketball' 'Swimming' 'Athletics' 'Shooting']
2199,1996,Summer,Antigua,13,9,['Athletics' 'Cycling' 'Sailing' 'Canoeing']
2200,1996,Summer,Argentina,179,102,"['Hockey' 'Equestrianism' 'Football' 'Judo' 'Swimming' 'Sailing' 'Rowing'
 'Cycling' 'Athletics' 'Volleyball' 'Canoeing' 'Fencing' 'Boxing'
 'Beach Volleyball' 'Basketball' 'Gymnastics' 'Tennis' 'Shooting'
 'Weightlifting' 'Wrestling']"
2201,1996,Summer,Armenia,32,36,"['Diving' 'Weightlifting' 'Athletics' 'Wrestling' 'Judo' 'Boxing'
 'Cycling' 'Swimming' 'Shooting' 'Gymnastics' 'Tennis']"
2202,1996,Summer,Aruba,3,3,['Cycling' 'Weightlifting' 'Athletics']
2203,1996,Summer,Australia,417,211,"['Shooting' 'Football' 'Athletics' 'Cycling' 'Swimming' 'Canoeing'
 'Hockey' 'Rowing' 'Diving' 'Sailing' 'Equestrianism' 'Badminton'
 'Basketball' 'Archery' 'Wrestling' 'Weightlifting' 'Softball' 'Judo'
 'Beach Volleyball' 'Boxing' 'Baseball' 'Gymnastics' 'Modern Pentathlon'
 'Table Tennis' 'Tennis' 'Fencing']"
2204,1996,Summer,Austria,72,53,"['Equestrianism' 'Rowing' 'Cycling' 'Table Tennis' 'Swimming' 'Athletics'
 'Fencing' 'Shooting' 'Diving' 'Badminton' 'Sailing' 'Judo' 'Canoeing'
 'Rhythmic Gymnastics' 'Tennis']"
2205,1996,Summer,Azerbaijan,23,23,"['Wrestling' 'Shooting' 'Athletics' 'Diving' 'Weightlifting' 'Judo'
 'Boxing' 'Fencing' 'Swimming']"
2206,1996,Summer,The Bahamas,26,17,['Athletics' 'Sailing' 'Tennis' 'Swimming']
2207,1996,Summer,Bahrain,5,3,['Sailing' 'Athletics']
2208,1996,Summer,Bangladesh,4,4,['Shooting' 'Swimming' 'Athletics']
2209,1996,Summer,Barbados,13,21,['Athletics' 'Gymnastics' 'Boxing' 'Sailing' 'Swimming' 'Shooting' 'Judo']
2210,1996,Summer,Belarus,157,115,"['Wrestling' 'Athletics' 'Diving' 'Judo' 'Tennis' 'Swimming' 'Shooting'
 'Gymnastics' 'Rowing' 'Weightlifting' 'Cycling' 'Sailing'
 'Rhythmic Gymnastics' 'Boxing' 'Badminton' 'Canoeing' 'Table Tennis'
 'Archery' 'Fencing']"
2211,1996,Summer,Belgium,61,55,"['Tennis' 'Swimming' 'Sailing' 'Equestrianism' 'Shooting' 'Rowing'
 'Athletics' 'Cycling' 'Judo' 'Table Tennis' 'Rhythmic Gymnastics'
 'Canoeing' 'Archery' 'Wrestling']"
2212,1996,Summer,Belize,5,5,['Athletics' 'Cycling']
2213,1996,Summer,Benin,5,4,['Athletics']
2214,1996,Summer,Bermuda,9,9,['Athletics' 'Sailing' 'Equestrianism' 'Cycling']
2215,1996,Summer,Bhutan,2,2,['Archery']
2216,1996,Summer,Bolivia,8,9,['Athletics' 'Swimming' 'Diving' 'Cycling' 'Fencing']
2217,1996,Summer,Bosnia and Herzegovina,9,12,"['Athletics' 'Shooting' 'Swimming' 'Wrestling' 'Table Tennis' 'Canoeing'
 'Judo']"
2218,1996,Summer,Botswana,7,4,['Athletics' 'Boxing']
2219,1996,Summer,Brazil,221,93,"['Basketball' 'Athletics' 'Handball' 'Football' 'Rowing' 'Sailing'
 'Volleyball' 'Boxing' 'Swimming' 'Judo' 'Canoeing' 'Tennis'
 'Weightlifting' 'Equestrianism' 'Table Tennis' 'Beach Volleyball'
 'Shooting' 'Cycling']"
2220,1996,Summer,Brunei,1,1,['Shooting']
2221,1996,Summer,Bulgaria,110,89,"['Wrestling' 'Fencing' 'Athletics' 'Boxing' 'Weightlifting' 'Canoeing'
 'Shooting' 'Rhythmic Gymnastics' 'Gymnastics' 'Rowing' 'Volleyball'
 'Diving' 'Swimming' 'Badminton' 'Tennis' 'Archery' 'Judo']"
2222,1996,Summer,Burkina Faso,5,5,['Boxing' 'Athletics']
2223,1996,Summer,Burundi,7,6,['Athletics']
2224,1996,Summer,Cambodia,5,5,['Swimming' 'Athletics' 'Wrestling']
2225,1996,Summer,Cameroon,15,13,['Athletics' 'Boxing' 'Wrestling' 'Judo' 'Weightlifting']
2226,1996,Summer,Canada,303,189,"['Sailing' 'Synchronized Swimming' 'Athletics' 'Swimming' 'Boxing'
 'Canoeing' 'Fencing' 'Rowing' 'Cycling' 'Softball' 'Judo' 'Diving'
 'Wrestling' 'Basketball' 'Shooting' 'Equestrianism' 'Beach Volleyball'
 'Volleyball' 'Gymnastics' 'Table Tennis' 'Tennis' 'Badminton'
 'Weightlifting' 'Rhythmic Gymnastics' 'Archery']"
2227,1996,Summer,Cape Verde,3,3,['Athletics']
2228,1996,Summer,Cayman Islands,9,7,['Cycling' 'Sailing' 'Athletics']
2229,1996,Summer,Central African Republic,5,5,['Athletics']
2230,1996,Summer,Chad,4,4,['Athletics']
2231,1996,Summer,Chile,21,18,"['Boxing' 'Cycling' 'Athletics' 'Tennis' 'Shooting' 'Sailing'
 'Weightlifting' 'Fencing' 'Table Tennis' 'Swimming']"
2232,1996,Summer,China,312,163,"['Softball' 'Judo' 'Wrestling' 'Gymnastics' 'Swimming'
 'Rhythmic Gymnastics' 'Rowing' 'Sailing' 'Handball' 'Shooting'
 'Athletics' 'Tennis' 'Boxing' 'Badminton' 'Synchronized Swimming'
 'Football' 'Basketball' 'Weightlifting' 'Volleyball' 'Table Tennis'
 'Canoeing' 'Fencing' 'Diving' 'Cycling' 'Archery']"
2233,1996,Summer,Colombia,48,44,"['Athletics' 'Cycling' 'Swimming' 'Weightlifting' 'Shooting'
 'Equestrianism' 'Boxing' 'Wrestling' 'Fencing']"
2234,1996,Summer,Comoros,4,4,['Athletics']
2235,1996,Summer,Cook Islands,3,3,['Weightlifting' 'Athletics' 'Sailing']
2236,1996,Summer,Costa Rica,11,13,['Cycling' 'Judo' 'Diving' 'Swimming' 'Canoeing' 'Athletics']
2237,1996,Summer,Croatia,84,57,"['Table Tennis' 'Basketball' 'Rowing' 'Water Polo' 'Swimming' 'Handball'
 'Wrestling' 'Gymnastics' 'Boxing' 'Athletics' 'Canoeing' 'Tennis'
 'Sailing' 'Shooting']"
2238,1996,Summer,Cuba,164,84,"['Basketball' 'Boxing' 'Baseball' 'Athletics' 'Beach Volleyball'
 'Weightlifting' 'Rowing' 'Wrestling' 'Volleyball' 'Judo' 'Swimming'
 'Fencing' 'Sailing' 'Cycling' 'Shooting']"
2239,1996,Summer,Curacao,6,7,['Shooting' 'Sailing' 'Swimming' 'Athletics' 'Judo']
2240,1996,Summer,Cyprus,17,16,['Shooting' 'Athletics' 'Sailing' 'Swimming' 'Wrestling']
2241,1996,Summer,Czech Republic,115,110,"['Shooting' 'Athletics' 'Canoeing' 'Swimming' 'Cycling' 'Rowing'
 'Table Tennis' 'Gymnastics' 'Wrestling' 'Boxing' 'Sailing' 'Fencing'
 'Judo' 'Tennis' 'Rhythmic Gymnastics' 'Beach Volleyball' 'Weightlifting']"
2242,1996,Summer,Democratic Republic of the Congo,14,2,['Basketball' 'Athletics']
2243,1996,Summer,Denmark,119,66,"['Boxing' 'Handball' 'Sailing' 'Rowing' 'Cycling' 'Athletics' 'Shooting'
 'Football' 'Tennis' 'Swimming' 'Badminton' 'Fencing' 'Canoeing'
 'Equestrianism']"
2244,1996,Summer,Djibouti,5,4,['Sailing' 'Athletics']
2245,1996,Summer,Dominica,6,6,['Athletics' 'Swimming']
2246,1996,Summer,Dominican Republic,16,16,"['Table Tennis' 'Athletics' 'Judo' 'Weightlifting' 'Boxing' 'Tennis'
 'Wrestling']"
2247,1996,Summer,Ecuador,19,18,['Cycling' 'Tennis' 'Shooting' 'Swimming' 'Boxing' 'Athletics' 'Sailing']
2248,1996,Summer,Egypt,29,17,"['Handball' 'Weightlifting' 'Judo' 'Boxing' 'Swimming' 'Shooting'
 'Wrestling' 'Rowing']"
2249,1996,Summer,El Salvador,8,10,['Athletics' 'Weightlifting' 'Cycling' 'Swimming' 'Judo']
2250,1996,Summer,Equatorial Guinea,5,5,['Athletics']
2251,1996,Summer,Estonia,43,36,"['Wrestling' 'Cycling' 'Athletics' 'Canoeing' 'Shooting' 'Rowing'
 'Fencing' 'Beach Volleyball' 'Archery' 'Sailing' 'Judo' 'Swimming'
 'Modern Pentathlon']"
2252,1996,Summer,Ethiopia,18,10,['Athletics' 'Boxing']
2253,1996,Summer,Fiji,17,14,['Athletics' 'Sailing' 'Swimming' 'Judo' 'Weightlifting']
2254,1996,Summer,Finland,76,74,"['Sailing' 'Wrestling' 'Swimming' 'Athletics' 'Shooting' 'Rowing'
 'Weightlifting' 'Cycling' 'Badminton' 'Rhythmic Gymnastics' 'Canoeing'
 'Equestrianism' 'Judo' 'Fencing' 'Archery']"
2255,1996,Summer,France,299,183,"['Swimming' 'Canoeing' 'Synchronized Swimming' 'Handball' 'Shooting'
 'Athletics' 'Rowing' 'Gymnastics' 'Cycling' 'Fencing' 'Judo' 'Boxing'
 'Sailing' 'Tennis' 'Archery' 'Weightlifting' 'Football' 'Equestrianism'
 'Rhythmic Gymnastics' 'Table Tennis' 'Diving' 'Modern Pentathlon'
 'Badminton' 'Beach Volleyball' 'Wrestling']"
2256,1996,Summer,Gabon,7,6,['Boxing' 'Athletics' 'Judo']
2257,1996,Summer,Gambia,9,6,['Athletics']
2258,1996,Summer,Georgia,34,39,"['Rhythmic Gymnastics' 'Athletics' 'Sailing' 'Judo' 'Diving' 'Gymnastics'
 'Wrestling' 'Boxing' 'Modern Pentathlon' 'Shooting' 'Archery' 'Fencing'
 'Weightlifting']"
2259,1996,Summer,Germany,464,234,"['Athletics' 'Sailing' 'Beach Volleyball' 'Cycling' 'Football' 'Rowing'
 'Equestrianism' 'Wrestling' 'Fencing' 'Handball' 'Hockey' 'Canoeing'
 'Weightlifting' 'Gymnastics' 'Boxing' 'Shooting' 'Rhythmic Gymnastics'
 'Diving' 'Water Polo' 'Swimming' 'Volleyball' 'Judo' 'Table Tennis'
 'Tennis' 'Badminton' 'Archery']"
2260,1996,Summer,Ghana,35,15,['Football' 'Athletics' 'Table Tennis' 'Boxing']
2261,1996,Summer,Greece,121,94,"['Swimming' 'Water Polo' 'Sailing' 'Athletics' 'Basketball' 'Wrestling'
 'Rowing' 'Weightlifting' 'Shooting' 'Gymnastics' 'Cycling' 'Table Tennis'
 'Boxing' 'Rhythmic Gymnastics' 'Tennis' 'Judo' 'Fencing' 'Diving']"
2262,1996,Summer,Grenada,5,2,['Athletics']
2263,1996,Summer,Guam,8,9,['Athletics' 'Swimming' 'Sailing' 'Wrestling']
2264,1996,Summer,Guatemala,26,20,"['Swimming' 'Judo' 'Badminton' 'Athletics' 'Cycling' 'Canoeing'
 'Weightlifting' 'Wrestling' 'Fencing' 'Shooting' 'Sailing']"
2265,1996,Summer,Guinea,5,5,['Boxing' 'Athletics']
2266,1996,Summer,Guinea Bissau,3,3,['Athletics' 'Wrestling']
2267,1996,Summer,Guyana,7,6,['Boxing' 'Athletics']
2268,1996,Summer,Haiti,7,7,['Tennis' 'Judo' 'Athletics' 'Swimming']
2269,1996,Summer,Honduras,7,7,['Boxing' 'Judo' 'Athletics' 'Swimming']
2270,1996,Summer,Hungary,212,145,"['Canoeing' 'Swimming' 'Athletics' 'Wrestling' 'Sailing' 'Gymnastics'
 'Table Tennis' 'Water Polo' 'Shooting' 'Cycling' 'Football' 'Judo'
 'Tennis' 'Rowing' 'Boxing' 'Handball' 'Fencing' 'Weightlifting'
 'Rhythmic Gymnastics' 'Modern Pentathlon' 'Equestrianism' 'Archery'
 'Diving' 'Badminton']"
2271,1996,Summer,Iceland,9,15,['Gymnastics' 'Athletics' 'Swimming' 'Badminton' 'Judo']
2272,1996,Summer,India,49,31,"['Athletics' 'Weightlifting' 'Judo' 'Hockey' 'Table Tennis' 'Badminton'
 'Tennis' 'Archery' 'Wrestling' 'Equestrianism' 'Swimming' 'Shooting'
 'Boxing']"
2273,1996,Summer,Indonesia,40,23,"['Badminton' 'Boxing' 'Tennis' 'Judo' 'Swimming' 'Archery' 'Athletics'
 'Beach Volleyball' 'Table Tennis' 'Weightlifting' 'Sailing']"
2274,1996,Summer,Iran,18,18,['Wrestling' 'Shooting' 'Judo' 'Boxing' 'Swimming' 'Athletics']
2275,1996,Summer,Iraq,3,3,['Weightlifting' 'Shooting' 'Athletics']
2276,1996,Summer,Ireland,78,70,"['Shooting' 'Boxing' 'Tennis' 'Canoeing' 'Athletics' 'Equestrianism'
 'Sailing' 'Cycling' 'Rowing' 'Archery' 'Swimming' 'Gymnastics' 'Judo']"
2277,1996,Summer,Israel,25,26,"['Swimming' 'Judo' 'Canoeing' 'Fencing' 'Sailing' 'Weightlifting'
 'Athletics' 'Boxing' 'Shooting' 'Wrestling']"
2278,1996,Summer,Italy,340,172,"['Rowing' 'Athletics' 'Archery' 'Football' 'Water Polo' 'Table Tennis'
 'Basketball' 'Fencing' 'Boxing' 'Baseball' 'Cycling'
 'Synchronized Swimming' 'Gymnastics' 'Shooting' 'Volleyball'
 'Rhythmic Gymnastics' 'Sailing' 'Equestrianism' 'Canoeing' 'Judo'
 'Swimming' 'Modern Pentathlon' 'Wrestling' 'Diving' 'Tennis'
 'Beach Volleyball' 'Weightlifting']"
2279,1996,Summer,Ivory Coast,11,8,['Canoeing' 'Athletics' 'Judo' 'Tennis']
2280,1996,Summer,Jamaica,46,29,['Athletics' 'Boxing' 'Swimming' 'Sailing' 'Table Tennis']
2281,1996,Summer,Japan,306,168,"['Wrestling' 'Canoeing' 'Football' 'Softball' 'Judo' 'Swimming' 'Fencing'
 'Athletics' 'Tennis' 'Synchronized Swimming' 'Beach Volleyball'
 'Baseball' 'Equestrianism' 'Basketball' 'Rowing' 'Gymnastics' 'Cycling'
 'Sailing' 'Weightlifting' 'Volleyball' 'Shooting' 'Diving' 'Archery'
 'Table Tennis' 'Badminton' 'Boxing' 'Rhythmic Gymnastics']"
2282,1996,Summer,Jordan,5,5,['Shooting' 'Swimming' 'Athletics']
2283,1996,Summer,Kazakhstan,96,99,"['Boxing' 'Judo' 'Diving' 'Athletics' 'Wrestling' 'Shooting' 'Swimming'
 'Gymnastics' 'Canoeing' 'Fencing' 'Weightlifting' 'Cycling' 'Archery'
 'Modern Pentathlon']"
2284,1996,Summer,Kenya,52,27,['Athletics' 'Boxing' 'Shooting' 'Archery' 'Weightlifting']
2285,1996,Summer,Kuwait,25,16,"['Handball' 'Shooting' 'Table Tennis' 'Diving' 'Swimming' 'Judo' 'Fencing'
 'Athletics' 'Weightlifting']"
2286,1996,Summer,Kyrgyzstan,33,39,"['Wrestling' 'Athletics' 'Swimming' 'Modern Pentathlon' 'Boxing' 'Judo'
 'Shooting' 'Canoeing' 'Cycling']"
2287,1996,Summer,Laos,5,2,['Athletics']
2288,1996,Summer,Latvia,47,47,"['Weightlifting' 'Cycling' 'Athletics' 'Canoeing' 'Sailing'
 'Modern Pentathlon' 'Swimming' 'Wrestling' 'Boxing' 'Shooting' 'Rowing'
 'Gymnastics']"
2289,1996,Summer,Lebanon,1,1,['Table Tennis']
2290,1996,Summer,Lesotho,9,5,['Athletics']
2291,1996,Summer,Liberia,5,3,['Athletics']
2292,1996,Summer,Libya,5,5,['Athletics' 'Cycling']
2293,1996,Summer,Liechtenstein,2,2,['Judo' 'Athletics']
2294,1996,Summer,Lithuania,61,49,"['Athletics' 'Rowing' 'Cycling' 'Swimming' 'Basketball' 'Table Tennis'
 'Shooting' 'Boxing' 'Rhythmic Gymnastics' 'Canoeing' 'Judo' 'Wrestling'
 'Weightlifting' 'Modern Pentathlon']"
2295,1996,Summer,Luxembourg,6,7,['Shooting' 'Tennis' 'Athletics' 'Judo' 'Fencing']
2296,1996,Summer,Macedonia,11,16,['Swimming' 'Shooting' 'Canoeing' 'Wrestling']
2297,1996,Summer,Madagascar,11,10,['Athletics' 'Tennis' 'Boxing' 'Swimming']
2298,1996,Summer,Malawi,2,2,['Athletics']
2299,1996,Summer,Malaysia,35,21,"['Hockey' 'Swimming' 'Canoeing' 'Boxing' 'Badminton' 'Shooting' 'Sailing'
 'Athletics']"
2300,1996,Summer,Maldives,6,6,['Athletics' 'Swimming']
2301,1996,Summer,Mali,3,4,['Athletics']
2302,1996,Summer,Malta,7,10,['Athletics' 'Shooting' 'Judo' 'Swimming' 'Sailing']
2303,1996,Summer,Mauritania,4,4,['Athletics']
2304,1996,Summer,Mauritius,26,23,['Badminton' 'Athletics' 'Judo' 'Swimming' 'Boxing' 'Weightlifting']
2305,1996,Summer,Mexico,98,57,"['Football' 'Diving' 'Judo' 'Wrestling' 'Cycling' 'Synchronized Swimming'
 'Boxing' 'Archery' 'Swimming' 'Rowing' 'Athletics' 'Equestrianism'
 'Modern Pentathlon' 'Canoeing' 'Beach Volleyball' 'Shooting' 'Tennis'
 'Sailing' 'Table Tennis']"
2306,1996,Summer,Moldova,40,41,"['Wrestling' 'Weightlifting' 'Athletics' 'Cycling' 'Swimming' 'Judo'
 'Canoeing' 'Shooting' 'Archery' 'Boxing']"
2307,1996,Summer,Monaco,3,4,['Shooting' 'Judo' 'Swimming']
2308,1996,Summer,Mongolia,16,16,['Wrestling' 'Athletics' 'Cycling' 'Judo' 'Shooting' 'Boxing' 'Archery']
2309,1996,Summer,Morocco,34,28,"['Boxing' 'Tennis' 'Wrestling' 'Judo' 'Athletics' 'Weightlifting'
 'Gymnastics']"
2310,1996,Summer,Mozambique,3,3,['Swimming' 'Athletics' 'Boxing']
