,Games,Sport,Sex,Name,Event,NOC
606,1976 Summer,Sailing,M,256,6,40
607,1976 Summer,Shooting,F,8,4,6
608,1976 Summer,Shooting,M,336,7,60
609,1976 Summer,Swimming,F,208,13,35
610,1976 Summer,Swimming,M,263,13,47
611,1976 Summer,Volleyball,F,96,1,8
612,1976 Summer,Volleyball,M,120,1,10
613,1976 Summer,Water Polo,M,131,1,12
614,1976 Summer,Weightlifting,M,173,9,46
615,1976 Summer,Wrestling,M,330,20,41
616,1976 Winter,Alpine Skiing,F,56,3,17
617,1976 Winter,Alpine Skiing,M,125,3,31
618,1976 Winter,Biathlon,M,74,2,18
619,1976 Winter,Bobsleigh,M,92,2,13
620,1976 Winter,Cross Country Skiing,F,51,3,14
621,1976 Winter,Cross Country Skiing,M,113,4,23
622,1976 Winter,Figure Skating,F,53,3,16
623,1976 Winter,Figure Skating,M,52,3,16
624,1976 Winter,Ice Hockey,M,217,1,12
625,1976 Winter,Luge,F,26,1,12
626,1976 Winter,Luge,M,68,2,15
627,1976 Winter,Nordic Combined,M,34,1,14
628,1976 Winter,Ski Jumping,M,62,2,15
629,1976 Winter,Speed Skating,F,45,4,13
630,1976 Winter,Speed Skating,M,66,5,18
631,1980 Summer,Archery,F,29,1,18
632,1980 Summer,Archery,M,38,1,25
633,1980 Summer,Athletics,F,266,14,42
634,1980 Summer,Athletics,M,694,24,69
635,1980 Summer,Basketball,F,72,1,6
636,1980 Summer,Basketball,M,143,1,12
637,1980 Summer,Boxing,M,271,11,51
638,1980 Summer,Canoeing,F,32,2,13
639,1980 Summer,Canoeing,M,148,9,23
640,1980 Summer,Cycling,M,230,6,34
641,1980 Summer,Diving,F,33,2,14
642,1980 Summer,Diving,M,34,2,18
643,1980 Summer,Equestrianism,F,9,5,6
644,1980 Summer,Equestrianism,M,59,6,10
645,1980 Summer,Fencing,F,51,2,14
646,1980 Summer,Fencing,M,136,6,19
647,1980 Summer,Football,M,256,1,16
648,1980 Summer,Gymnastics,F,62,6,16
649,1980 Summer,Gymnastics,M,65,8,14
650,1980 Summer,Handball,F,82,1,6
651,1980 Summer,Handball,M,166,1,12
652,1980 Summer,Hockey,F,91,1,6
653,1980 Summer,Hockey,M,96,1,6
654,1980 Summer,Judo,M,182,8,42
655,1980 Summer,Modern Pentathlon,M,43,2,17
656,1980 Summer,Rowing,F,157,6,12
657,1980 Summer,Rowing,M,313,8,24
658,1980 Summer,Sailing,F,1,1,1
659,1980 Summer,Sailing,M,155,6,23
660,1980 Summer,Shooting,F,5,3,5
661,1980 Summer,Shooting,M,234,7,38
662,1980 Summer,Swimming,F,143,13,30
663,1980 Summer,Swimming,M,190,13,39
664,1980 Summer,Volleyball,F,90,1,8
665,1980 Summer,Volleyball,M,114,1,10
666,1980 Summer,Water Polo,M,132,1,12
667,1980 Summer,Weightlifting,M,172,10,39
668,1980 Summer,Wrestling,M,266,20,35
669,1980 Winter,Alpine Skiing,F,66,3,21
670,1980 Winter,Alpine Skiing,M,108,3,30
671,1980 Winter,Biathlon,M,76,3,18
672,1980 Winter,Bobsleigh,M,78,2,11
673,1980 Winter,Cross Country Skiing,F,45,3,12
674,1980 Winter,Cross Country Skiing,M,85,4,22
675,1980 Winter,Figure Skating,F,44,3,18
676,1980 Winter,Figure Skating,M,40,3,14
677,1980 Winter,Ice Hockey,M,239,1,12
678,1980 Winter,Luge,F,26,1,11
679,1980 Winter,Luge,M,54,2,14
680,1980 Winter,Nordic Combined,M,31,1,9
681,1980 Winter,Ski Jumping,M,55,2,16
682,1980 Winter,Speed Skating,F,54,4,16
683,1980 Winter,Speed Skating,M,74,5,19
684,1984 Summer,Archery,F,47,1,24
685,1984 Summer,Archery,M,62,1,31
686,1984 Summer,Athletics,F,385,17,79
687,1984 Summer,Athletics,M,895,24,121
688,1984 Summer,Basketball,F,71,1,6
689,1984 Summer,Basketball,M,142,1,12
690,1984 Summer,Boxing,M,354,12,81
691,1984 Summer,Canoeing,F,37,3,12
692,1984 Summer,Canoeing,M,158,9,28
693,1984 Summer,Cycling,F,45,1,16
694,1984 Summer,Cycling,M,314,7,53
695,1984 Summer,Diving,F,35,2,19
696,1984 Summer,Diving,M,45,2,21
697,1984 Summer,Equestrianism,F,47,6,19
698,1984 Summer,Equestrianism,M,110,6,27
699,1984 Summer,Fencing,F,60,2,18
700,1984 Summer,Fencing,M,202,6,35
701,1984 Summer,Football,M,246,1,16
702,1984 Summer,Gymnastics,F,65,6,16
703,1984 Summer,Gymnastics,M,71,8,19
704,1984 Summer,Handball,F,82,1,6
705,1984 Summer,Handball,M,177,1,12
706,1984 Summer,Hockey,F,96,1,6
707,1984 Summer,Hockey,M,190,1,12
708,1984 Summer,Judo,M,212,8,61
709,1984 Summer,Modern Pentathlon,M,52,2,18
710,1984 Summer,Rhythmic Gymnastics,F,33,1,20
711,1984 Summer,Rowing,F,161,6,18
712,1984 Summer,Rowing,M,286,8,29
713,1984 Summer,Sailing,F,2,2,2
714,1984 Summer,Sailing,M,298,7,60
715,1984 Summer,Shooting,F,77,4,29
716,1984 Summer,Shooting,M,383,8,67
717,1984 Summer,Swimming,F,186,14,39
718,1984 Summer,Swimming,M,308,15,63
719,1984 Summer,Synchronized Swimming,F,50,2,21
720,1984 Summer,Volleyball,F,90,1,8
721,1984 Summer,Volleyball,M,118,1,10
722,1984 Summer,Water Polo,M,153,1,12
723,1984 Summer,Weightlifting,M,186,10,48
724,1984 Summer,Wrestling,M,267,20,44
725,1984 Winter,Alpine Skiing,F,76,3,22
726,1984 Winter,Alpine Skiing,M,149,3,40
727,1984 Winter,Biathlon,M,95,3,25
728,1984 Winter,Bobsleigh,M,111,2,16
729,1984 Winter,Cross Country Skiing,F,65,4,15
730,1984 Winter,Cross Country Skiing,M,114,4,31
731,1984 Winter,Figure Skating,F,57,3,19
732,1984 Winter,Figure Skating,M,57,3,18
733,1984 Winter,Ice Hockey,M,239,1,12
734,1984 Winter,Luge,F,27,1,15
735,1984 Winter,Luge,M,54,2,16
736,1984 Winter,Nordic Combined,M,28,1,11
737,1984 Winter,Ski Jumping,M,65,2,17
738,1984 Winter,Speed Skating,F,52,4,17
739,1984 Winter,Speed Skating,M,87,5,21
740,1988 Summer,Archery,F,62,2,30
741,1988 Summer,Archery,M,84,2,34
742,1988 Summer,Athletics,F,555,18,98
743,1988 Summer,Athletics,M,1062,24,139
744,1988 Summer,Basketball,F,93,1,8
745,1988 Summer,Basketball,M,143,1,12
746,1988 Summer,Boxing,M,432,12,106
747,1988 Summer,Canoeing,F,64,3,18
748,1988 Summer,Canoeing,M,210,9,31
749,1988 Summer,Cycling,F,64,2,23
750,1988 Summer,Cycling,M,358,7,61
751,1988 Summer,Diving,F,40,2,20
752,1988 Summer,Diving,M,49,2,24
753,1988 Summer,Equestrianism,F,54,6,19
754,1988 Summer,Equestrianism,M,128,6,31
755,1988 Summer,Fencing,F,69,2,19
756,1988 Summer,Fencing,M,248,6,40
757,1988 Summer,Football,M,270,1,16
758,1988 Summer,Gymnastics,F,90,6,23
759,1988 Summer,Gymnastics,M,89,8,23
760,1988 Summer,Handball,F,111,1,8
761,1988 Summer,Handball,M,170,1,12
762,1988 Summer,Hockey,F,124,1,8
763,1988 Summer,Hockey,M,190,1,12
764,1988 Summer,Judo,M,243,7,69
765,1988 Summer,Modern Pentathlon,M,65,2,26
766,1988 Summer,Rhythmic Gymnastics,F,39,1,23
767,1988 Summer,Rowing,F,194,6,20
768,1988 Summer,Rowing,M,399,8,37
769,1988 Summer,Sailing,F,44,2,21
770,1988 Summer,Sailing,M,331,7,60
771,1988 Summer,Shooting,F,111,6,40
772,1988 Summer,Shooting,M,285,9,60
773,1988 Summer,Swimming,F,252,15,53
774,1988 Summer,Swimming,M,381,16,71
775,1988 Summer,Synchronized Swimming,F,46,2,18
776,1988 Summer,Table Tennis,F,48,2,28
777,1988 Summer,Table Tennis,M,81,2,35
778,1988 Summer,Tennis,F,48,2,26
779,1988 Summer,Tennis,M,81,2,36
780,1988 Summer,Volleyball,F,95,1,8
781,1988 Summer,Volleyball,M,144,1,12
782,1988 Summer,Water Polo,M,156,1,12
783,1988 Summer,Weightlifting,M,226,10,62
784,1988 Summer,Wrestling,M,429,20,69
785,1988 Winter,Alpine Skiing,F,95,5,28
786,1988 Winter,Alpine Skiing,M,177,5,39
787,1988 Winter,Biathlon,M,90,3,22
788,1988 Winter,Bobsleigh,M,135,2,23
789,1988 Winter,Cross Country Skiing,F,77,4,18
790,1988 Winter,Cross Country Skiing,M,121,4,33
791,1988 Winter,Figure Skating,F,66,3,25
792,1988 Winter,Figure Skating,M,63,3,23
793,1988 Winter,Ice Hockey,M,265,1,12
794,1988 Winter,Luge,F,24,1,14
795,1988 Winter,Luge,M,66,2,19
796,1988 Winter,Nordic Combined,M,44,2,13
797,1988 Winter,Ski Jumping,M,65,3,19
798,1988 Winter,Speed Skating,F,53,5,17
799,1988 Winter,Speed Skating,M,88,5,21
800,1992 Summer,Archery,F,61,2,27
801,1992 Summer,Archery,M,75,2,34
802,1992 Summer,Athletics,F,622,19,103
803,1992 Summer,Athletics,M,1104,24,151
804,1992 Summer,Badminton,F,84,2,27
805,1992 Summer,Badminton,M,93,2,32
806,1992 Summer,Baseball,M,160,1,8
807,1992 Summer,Basketball,F,94,1,8
808,1992 Summer,Basketball,M,142,1,12
809,1992 Summer,Boxing,M,336,12,78
810,1992 Summer,Canoeing,F,105,4,24
811,1992 Summer,Canoeing,M,335,12,45
812,1992 Summer,Cycling,F,75,3,30
813,1992 Summer,Cycling,M,376,7,74
814,1992 Summer,Diving,F,54,2,22
815,1992 Summer,Diving,M,46,2,23
816,1992 Summer,Equestrianism,F,67,6,21
817,1992 Summer,Equestrianism,M,148,6,32
818,1992 Summer,Fencing,F,71,2,19
819,1992 Summer,Fencing,M,234,6,39
820,1992 Summer,Football,M,272,1,16
821,1992 Summer,Gymnastics,F,92,6,24
822,1992 Summer,Gymnastics,M,93,8,25
823,1992 Summer,Handball,F,113,1,8
824,1992 Summer,Handball,M,179,1,12
825,1992 Summer,Hockey,F,125,1,8
826,1992 Summer,Hockey,M,189,1,12
827,1992 Summer,Judo,F,163,7,53
828,1992 Summer,Judo,M,270,7,88
829,1992 Summer,Modern Pentathlon,M,66,2,30
830,1992 Summer,Rhythmic Gymnastics,F,42,1,23
831,1992 Summer,Rowing,F,190,6,25
832,1992 Summer,Rowing,M,437,8,43
833,1992 Summer,Sailing,F,84,5,38
834,1992 Summer,Sailing,M,357,7,66
835,1992 Summer,Shooting,F,117,6,45
836,1992 Summer,Shooting,M,290,9,76
837,1992 Summer,Swimming,F,256,15,62
838,1992 Summer,Swimming,M,385,16,86
839,1992 Summer,Synchronized Swimming,F,53,2,22
840,1992 Summer,Table Tennis,F,79,2,38
841,1992 Summer,Table Tennis,M,80,2,37
842,1992 Summer,Tennis,F,87,2,34
843,1992 Summer,Tennis,M,90,2,39
844,1992 Summer,Volleyball,F,89,1,8
845,1992 Summer,Volleyball,M,142,1,12
846,1992 Summer,Water Polo,M,152,1,12
847,1992 Summer,Weightlifting,M,244,10,69
848,1992 Summer,Wrestling,M,370,20,59
849,1992 Winter,Alpine Skiing,F,111,5,35
850,1992 Winter,Alpine Skiing,M,210,5,49
851,1992 Winter,Biathlon,F,80,3,20
852,1992 Winter,Biathlon,M,116,3,27
853,1992 Winter,Bobsleigh,M,159,2,25
854,1992 Winter,Cross Country Skiing,F,84,5,22
855,1992 Winter,Cross Country Skiing,M,139,5,39
856,1992 Winter,Figure Skating,F,66,3,25
857,1992 Winter,Figure Skating,M,67,3,25
858,1992 Winter,Freestyle Skiing,F,24,1,11
859,1992 Winter,Freestyle Skiing,M,47,1,17
860,1992 Winter,Ice Hockey,M,267,1,12
861,1992 Winter,Luge,F,24,1,12
862,1992 Winter,Luge,M,65,2,21
863,1992 Winter,Nordic Combined,M,46,2,12
864,1992 Winter,Short Track Speed Skating,F,42,2,14
865,1992 Winter,Short Track Speed Skating,M,44,2,16
866,1992 Winter,Ski Jumping,M,63,3,17
867,1992 Winter,Speed Skating,F,59,5,16
868,1992 Winter,Speed Skating,M,95,5,23
869,1994 Winter,Alpine Skiing,F,110,5,29
870,1994 Winter,Alpine Skiing,M,140,5,39
871,1994 Winter,Biathlon,F,94,3,28
872,1994 Winter,Biathlon,M,99,3,28
873,1994 Winter,Bobsleigh,M,155,2,30
874,1994 Winter,Cross Country Skiing,F,80,5,19
875,1994 Winter,Cross Country Skiing,M,117,5,33
876,1994 Winter,Figure Skating,F,66,3,23
877,1994 Winter,Figure Skating,M,63,3,25
878,1994 Winter,Freestyle Skiing,F,45,2,18
879,1994 Winter,Freestyle Skiing,M,52,2,20
880,1994 Winter,Ice Hockey,M,268,1,12
881,1994 Winter,Luge,F,25,1,14
882,1994 Winter,Luge,M,67,2,24
883,1994 Winter,Nordic Combined,M,53,2,16
884,1994 Winter,Short Track Speed Skating,F,41,3,15
885,1994 Winter,Short Track Speed Skating,M,46,3,16
886,1994 Winter,Ski Jumping,M,68,3,19
887,1994 Winter,Speed Skating,F,61,5,17
888,1994 Winter,Speed Skating,M,89,5,19
889,1996 Summer,Archery,F,64,2,29
890,1996 Summer,Archery,M,64,2,31
891,1996 Summer,Athletics,F,755,20,142
892,1996 Summer,Athletics,M,1302,24,180
893,1996 Summer,Badminton,F,96,3,32
894,1996 Summer,Badminton,M,96,3,30
895,1996 Summer,Baseball,M,160,1,8
896,1996 Summer,Basketball,F,143,1,12
897,1996 Summer,Basketball,M,141,1,12
898,1996 Summer,Beach Volleyball,F,36,1,13
899,1996 Summer,Beach Volleyball,M,48,1,19
900,1996 Summer,Boxing,M,355,12,97
901,1996 Summer,Canoeing,F,121,4,32
902,1996 Summer,Canoeing,M,330,12,52
903,1996 Summer,Cycling,F,111,6,36
904,1996 Summer,Cycling,M,366,8,64
905,1996 Summer,Diving,F,56,2,29
906,1996 Summer,Diving,M,66,2,35
907,1996 Summer,Equestrianism,F,66,6,19
908,1996 Summer,Equestrianism,M,153,6,27
909,1996 Summer,Fencing,F,88,4,31
910,1996 Summer,Fencing,M,136,6,36
911,1996 Summer,Football,F,124,1,8
912,1996 Summer,Football,M,264,1,16
913,1996 Summer,Gymnastics,F,105,6,28
914,1996 Summer,Gymnastics,M,111,8,31
915,1996 Summer,Handball,F,118,1,8
916,1996 Summer,Handball,M,182,1,12
917,1996 Summer,Hockey,F,128,1,8
918,1996 Summer,Hockey,M,192,1,12
919,1996 Summer,Judo,F,151,7,49
920,1996 Summer,Judo,M,236,7,82
921,1996 Summer,Modern Pentathlon,M,32,1,22
922,1996 Summer,Rhythmic Gymnastics,F,90,2,22
923,1996 Summer,Rowing,F,205,6,32
924,1996 Summer,Rowing,M,403,8,43
925,1996 Summer,Sailing,F,100,4,42
926,1996 Summer,Sailing,M,358,7,77
927,1996 Summer,Shooting,F,125,5,44
928,1996 Summer,Shooting,M,293,10,91
929,1996 Summer,Softball,F,120,1,8
930,1996 Summer,Swimming,F,342,16,80
931,1996 Summer,Swimming,M,417,16,109
932,1996 Summer,Synchronized Swimming,F,72,1,8
933,1996 Summer,Table Tennis,F,81,2,37
934,1996 Summer,Table Tennis,M,85,2,39
935,1996 Summer,Tennis,F,83,2,37
936,1996 Summer,Tennis,M,93,2,42
937,1996 Summer,Volleyball,F,134,1,12
938,1996 Summer,Volleyball,M,141,1,12
939,1996 Summer,Water Polo,M,153,1,12
940,1996 Summer,Weightlifting,M,243,10,77
941,1996 Summer,Wrestling,M,401,20,75
942,1998 Winter,Alpine Skiing,F,108,5,34
943,1998 Winter,Alpine Skiing,M,141,5,44
944,1998 Winter,Biathlon,F,87,3,24
945,1998 Winter,Biathlon,M,96,3,30
946,1998 Winter,Bobsleigh,M,156,2,28
947,1998 Winter,Cross Country Skiing,F,102,5,27
948,1998 Winter,Cross Country Skiing,M,125,5,35
949,1998 Winter,Curling,F,40,1,8
950,1998 Winter,Curling,M,40,1,8
951,1998 Winter,Figure Skating,F,72,3,28
952,1998 Winter,Figure Skating,M,73,3,30
953,1998 Winter,Freestyle Skiing,F,52,2,21
954,1998 Winter,Freestyle Skiing,M,58,2,19
955,1998 Winter,Ice Hockey,F,120,1,6
956,1998 Winter,Ice Hockey,M,306,1,14
957,1998 Winter,Luge,F,29,1,15
958,1998 Winter,Luge,M,64,2,20
959,1998 Winter,Nordic Combined,M,53,2,14
960,1998 Winter,Short Track Speed Skating,F,44,3,13
961,1998 Winter,Short Track Speed Skating,M,49,3,16
962,1998 Winter,Ski Jumping,M,68,3,19
963,1998 Winter,Snowboarding,F,56,2,17
964,1998 Winter,Snowboarding,M,69,2,18
965,1998 Winter,Speed Skating,F,79,5,18
966,1998 Winter,Speed Skating,M,92,5,23
967,2000 Summer,Archery,F,64,2,34
968,2000 Summer,Archery,M,64,2,32
969,2000 Summer,Athletics,F,880,22,171
970,2000 Summer,Athletics,M,1257,24,191
971,2000 Summer,Badminton,F,85,3,24
972,2000 Summer,Badminton,M,86,3,25
973,2000 Summer,Baseball,M,192,1,8
974,2000 Summer,Basketball,F,142,1,12
975,2000 Summer,Basketball,M,144,1,12
976,2000 Summer,Beach Volleyball,F,48,1,15
977,2000 Summer,Beach Volleyball,M,48,1,17
978,2000 Summer,Boxing,M,307,12,75
979,2000 Summer,Canoeing,F,81,4,26
980,2000 Summer,Canoeing,M,249,12,46
981,2000 Summer,Cycling,F,121,7,34
982,2000 Summer,Cycling,M,341,11,49
983,2000 Summer,Diving,F,77,4,33
984,2000 Summer,Diving,M,80,4,38
985,2000 Summer,Equestrianism,F,67,6,23
986,2000 Summer,Equestrianism,M,128,6,30
987,2000 Summer,Fencing,F,83,4,29
988,2000 Summer,Fencing,M,134,6,33
989,2000 Summer,Football,F,124,1,8
990,2000 Summer,Football,M,267,1,16
991,2000 Summer,Gymnastics,F,97,6,32
992,2000 Summer,Gymnastics,M,97,8,32
993,2000 Summer,Handball,F,146,1,10
994,2000 Summer,Handball,M,177,1,12
995,2000 Summer,Hockey,F,159,1,10
996,2000 Summer,Hockey,M,191,1,12
997,2000 Summer,Judo,F,161,7,61
998,2000 Summer,Judo,M,237,7,76
999,2000 Summer,Modern Pentathlon,F,24,1,18
1000,2000 Summer,Modern Pentathlon,M,24,1,19
1001,2000 Summer,Rhythmic Gymnastics,F,84,2,20
1002,2000 Summer,Rowing,F,184,6,32
1003,2000 Summer,Rowing,M,363,8,48
1004,2000 Summer,Sailing,F,95,4,44
1005,2000 Summer,Sailing,M,307,8,65
1006,2000 Summer,Shooting,F,146,7,59
1007,2000 Summer,Shooting,M,262,10,84
1008,2000 Summer,Softball,F,120,1,8
1009,2000 Summer,Swimming,F,396,16,118
1010,2000 Summer,Swimming,M,558,16,147
1011,2000 Summer,Synchronized Swimming,F,101,2,24
1012,2000 Summer,Table Tennis,F,85,2,33
1013,2000 Summer,Table Tennis,M,86,2,37
1014,2000 Summer,Taekwondo,F,48,4,32
1015,2000 Summer,Taekwondo,M,54,4,38
1016,2000 Summer,Tennis,F,89,2,39
1017,2000 Summer,Tennis,M,93,2,38
1018,2000 Summer,Trampolining,F,12,1,12
1019,2000 Summer,Trampolining,M,12,1,12
1020,2000 Summer,Triathlon,F,48,1,24
1021,2000 Summer,Triathlon,M,52,1,27
1022,2000 Summer,Volleyball,F,138,1,12
1023,2000 Summer,Volleyball,M,141,1,12
1024,2000 Summer,Water Polo,F,78,1,6
1025,2000 Summer,Water Polo,M,153,1,12
1026,2000 Summer,Weightlifting,F,85,7,47
1027,2000 Summer,Weightlifting,M,161,8,63
1028,2000 Summer,Wrestling,M,314,16,55
1029,2002 Winter,Alpine Skiing,F,121,5,39
1030,2002 Winter,Alpine Skiing,M,157,5,49
1031,2002 Winter,Biathlon,F,88,4,27
1032,2002 Winter,Biathlon,M,102,4,34
1033,2002 Winter,Bobsleigh,F,30,1,11
1034,2002 Winter,Bobsleigh,M,165,2,33
1035,2002 Winter,Cross Country Skiing,F,107,6,29
1036,2002 Winter,Cross Country Skiing,M,153,6,44
1037,2002 Winter,Curling,F,47,1,10
1038,2002 Winter,Curling,M,49,1,10
1039,2002 Winter,Figure Skating,F,71,3,28
1040,2002 Winter,Figure Skating,M,72,3,28
1041,2002 Winter,Freestyle Skiing,F,50,2,17
1042,2002 Winter,Freestyle Skiing,M,55,2,18
1043,2002 Winter,Ice Hockey,F,156,1,8
1044,2002 Winter,Ice Hockey,M,312,1,14
1045,2002 Winter,Luge,F,29,1,15
1046,2002 Winter,Luge,M,81,2,24
1047,2002 Winter,Nordic Combined,M,54,3,14
1048,2002 Winter,Short Track Speed Skating,F,50,4,17
1049,2002 Winter,Short Track Speed Skating,M,60,4,20
1050,2002 Winter,Skeleton,F,13,1,10
1051,2002 Winter,Skeleton,M,26,1,18
1052,2002 Winter,Ski Jumping,M,73,3,22
1053,2002 Winter,Snowboarding,F,53,2,16
1054,2002 Winter,Snowboarding,M,65,2,15
1055,2002 Winter,Speed Skating,F,71,5,17
1056,2002 Winter,Speed Skating,M,95,5,20
1057,2004 Summer,Archery,F,64,2,31
1058,2004 Summer,Archery,M,64,2,35
1059,2004 Summer,Athletics,F,916,22,173
1060,2004 Summer,Athletics,M,1079,24,192
1061,2004 Summer,Badminton,F,83,3,25
1062,2004 Summer,Badminton,M,89,3,29
1063,2004 Summer,Baseball,M,191,1,8
1064,2004 Summer,Basketball,F,143,1,12
1065,2004 Summer,Basketball,M,144,1,12
1066,2004 Summer,Beach Volleyball,F,48,1,17
1067,2004 Summer,Beach Volleyball,M,48,1,17
1068,2004 Summer,Boxing,M,280,11,72
1069,2004 Summer,Canoeing,F,94,4,33
1070,2004 Summer,Canoeing,M,234,12,48
1071,2004 Summer,Cycling,F,130,7,42
1072,2004 Summer,Cycling,M,334,11,57
1073,2004 Summer,Diving,F,65,4,25
1074,2004 Summer,Diving,M,64,4,23
1075,2004 Summer,Equestrianism,F,66,6,22
1076,2004 Summer,Equestrianism,M,137,6,37
1077,2004 Summer,Fencing,F,93,4,31
1078,2004 Summer,Fencing,M,129,6,34
1079,2004 Summer,Football,F,166,1,10
1080,2004 Summer,Football,M,259,1,16
1081,2004 Summer,Gymnastics,F,98,6,32
1082,2004 Summer,Gymnastics,M,98,8,31
1083,2004 Summer,Handball,F,149,1,10
1084,2004 Summer,Handball,M,179,1,12
1085,2004 Summer,Hockey,F,160,1,10
1086,2004 Summer,Hockey,M,192,1,12
1087,2004 Summer,Judo,F,157,7,58
1088,2004 Summer,Judo,M,227,7,75
1089,2004 Summer,Modern Pentathlon,F,32,1,21
1090,2004 Summer,Modern Pentathlon,M,32,1,21
1091,2004 Summer,Rhythmic Gymnastics,F,84,2,21
1092,2004 Summer,Rowing,F,193,6,38
1093,2004 Summer,Rowing,M,364,8,49
1094,2004 Summer,Sailing,F,139,4,38
1095,2004 Summer,Sailing,M,261,7,59
1096,2004 Summer,Shooting,F,137,7,54
1097,2004 Summer,Shooting,M,252,10,87
1098,2004 Summer,Softball,F,118,1,8
1099,2004 Summer,Swimming,F,393,16,115
1100,2004 Summer,Swimming,M,544,16,144
1101,2004 Summer,Synchronized Swimming,F,101,2,24
1102,2004 Summer,Table Tennis,F,86,2,36
1103,2004 Summer,Table Tennis,M,86,2,39
1104,2004 Summer,Taekwondo,F,60,4,42
1105,2004 Summer,Taekwondo,M,64,4,45
1106,2004 Summer,Tennis,F,83,2,32
1107,2004 Summer,Tennis,M,87,2,37
1108,2004 Summer,Trampolining,F,16,1,14
1109,2004 Summer,Trampolining,M,16,1,14
1110,2004 Summer,Triathlon,F,50,1,25
1111,2004 Summer,Triathlon,M,49,1,25
1112,2004 Summer,Volleyball,F,140,1,12
1113,2004 Summer,Volleyball,M,143,1,12
1114,2004 Summer,Water Polo,F,101,1,8
1115,2004 Summer,Water Polo,M,154,1,12
1116,2004 Summer,Weightlifting,F,85,7,44
1117,2004 Summer,Weightlifting,M,164,8,66
1118,2004 Summer,Wrestling,F,50,4,21
1119,2004 Summer,Wrestling,M,292,14,63
1120,2006 Winter,Alpine Skiing,F,119,5,42
1121,2006 Winter,Alpine Skiing,M,168,5,58
1122,2006 Winter,Biathlon,F,97,5,28
1123,2006 Winter,Biathlon,M,107,5,36
1124,2006 Winter,Bobsleigh,F,32,1,10
1125,2006 Winter,Bobsleigh,M,118,2,22
1126,2006 Winter,Cross Country Skiing,F,124,6,34
1127,2006 Winter,Cross Country Skiing,M,183,6,53
1128,2006 Winter,Curling,F,46,1,10
1129,2006 Winter,Curling,M,45,1,10
1130,2006 Winter,Figure Skating,F,73,3,28
1131,2006 Winter,Figure Skating,M,74,3,30
1132,2006 Winter,Freestyle Skiing,F,53,2,19
1133,2006 Winter,Freestyle Skiing,M,63,2,17
1134,2006 Winter,Ice Hockey,F,160,1,8
1135,2006 Winter,Ice Hockey,M,282,1,12
1136,2006 Winter,Luge,F,30,1,15
1137,2006 Winter,Luge,M,78,2,22
1138,2006 Winter,Nordic Combined,M,59,3,15
1139,2006 Winter,Short Track Speed Skating,F,52,4,20
1140,2006 Winter,Short Track Speed Skating,M,54,4,17
1141,2006 Winter,Skeleton,F,15,1,12
1142,2006 Winter,Skeleton,M,27,1,19
1143,2006 Winter,Ski Jumping,M,79,3,21
1144,2006 Winter,Snowboarding,F,79,3,22
1145,2006 Winter,Snowboarding,M,108,3,20
1146,2006 Winter,Speed Skating,F,77,6,16
1147,2006 Winter,Speed Skating,M,97,6,16
1148,2008 Summer,Archery,F,64,2,35
1149,2008 Summer,Archery,M,64,2,37
1150,2008 Summer,Athletics,F,973,23,181
1151,2008 Summer,Athletics,M,1082,24,195
1152,2008 Summer,Badminton,F,86,3,45
1153,2008 Summer,Badminton,M,87,3,37
1154,2008 Summer,Baseball,M,191,1,8
1155,2008 Summer,Basketball,F,143,1,12
1156,2008 Summer,Basketball,M,144,1,12
1157,2008 Summer,Beach Volleyball,F,48,1,17
1158,2008 Summer,Beach Volleyball,M,48,1,18
1159,2008 Summer,Boxing,M,283,11,77
1160,2008 Summer,Canoeing,F,95,4,34
1161,2008 Summer,Canoeing,M,235,12,55
1162,2008 Summer,Cycling,F,147,7,42
1163,2008 Summer,Cycling,M,361,11,63
1164,2008 Summer,Diving,F,73,4,25
1165,2008 Summer,Diving,M,67,4,24
1166,2008 Summer,Equestrianism,F,73,6,27
1167,2008 Summer,Equestrianism,M,120,6,38
1168,2008 Summer,Fencing,F,116,5,33
1169,2008 Summer,Fencing,M,118,5,36
1170,2008 Summer,Football,F,195,1,12
1171,2008 Summer,Football,M,274,1,16
1172,2008 Summer,Gymnastics,F,98,6,35
1173,2008 Summer,Gymnastics,M,98,8,35
1174,2008 Summer,Handball,F,171,1,12
1175,2008 Summer,Handball,M,172,1,12
1176,2008 Summer,Hockey,F,191,1,12
1177,2008 Summer,Hockey,M,196,1,12
1178,2008 Summer,Judo,F,156,7,53
1179,2008 Summer,Judo,M,230,7,81
1180,2008 Summer,Modern Pentathlon,F,36,1,23
1181,2008 Summer,Modern Pentathlon,M,36,1,22
1182,2008 Summer,Rhythmic Gymnastics,F,95,2,21
1183,2008 Summer,Rowing,F,191,6,38
1184,2008 Summer,Rowing,M,364,8,53
1185,2008 Summer,Sailing,F,139,5,43
1186,2008 Summer,Sailing,M,261,7,57
1187,2008 Summer,Shooting,F,145,6,54
1188,2008 Summer,Shooting,M,245,9,85
1189,2008 Summer,Softball,F,120,1,8
1190,2008 Summer,Swimming,F,453,17,128
1191,2008 Summer,Swimming,M,569,17,152
1192,2008 Summer,Synchronized Swimming,F,102,2,24
1193,2008 Summer,Table Tennis,F,85,2,42
1194,2008 Summer,Table Tennis,M,86,2,44
1195,2008 Summer,Taekwondo,F,63,4,45
1196,2008 Summer,Taekwondo,M,63,4,45
1197,2008 Summer,Tennis,F,83,2,33
