,Year,Season,Team,NOC,Name,Event
1254,1952,Summer,Argentina,ARG,110,73
1255,1952,Summer,Australia,AUS,76,65
1256,1952,Summer,Austria,AUT,110,69
1257,1952,Summer,Bahamas,BAH,1,1
1258,1952,Summer,Belgium,BEL,132,73
1259,1952,Summer,Bem II,NED,2,1
1260,1952,Summer,Bermuda,BER,6,6
1261,1952,Summer,Brazil,BRA,92,49
1262,1952,Summer,Bu III,BRA,2,1
1263,1952,Summer,Bulgaria,BUL,63,34
1264,1952,Summer,Burevestnik,URS,3,1
1265,1952,Summer,Canada,CAN,97,71
1266,1952,Summer,Chile,CHI,59,33
1267,1952,Summer,China,CHN,1,1
1268,1952,Summer,Ciocca,ITA,5,1
1269,1952,Summer,Comanche,USA,2,1
1270,1952,Summer,Complex II,USA,4,1
1271,1952,Summer,Cuba,CUB,27,22
1272,1952,Summer,Czechoslovakia,TCH,99,70
1273,1952,Summer,Damoiselle,FRA,3,1
1274,1952,Summer,DeRuyter,NED,3,1
1275,1952,Summer,Denmark,DEN,123,71
1276,1952,Summer,Djinn,ARG,5,1
1277,1952,Summer,Egypt,EGY,106,65
1278,1952,Summer,Eissero VI,FRA,2,1
1279,1952,Summer,Elisabeth X,NOR,5,1
1280,1952,Summer,Encore,NOR,3,1
1281,1952,Summer,Escapade,BRA,3,1
1282,1952,Summer,Espadarte,POR,2,1
1283,1952,Summer,Finland,FIN,245,135
1284,1952,Summer,Fortuna,GBR,2,1
1285,1952,Summer,France,FRA,237,128
1286,1952,Summer,Galatea II,ITA,3,1
1287,1952,Summer,Gem III,BAH,2,1
1288,1952,Summer,Germany,GER,192,119
1289,1952,Summer,Ghana,GHA,7,5
1290,1952,Summer,Girl Pat,BEL,3,1
1291,1952,Summer,Great Britain,GBR,244,123
1292,1952,Summer,Greece,GRE,46,23
1293,1952,Summer,Guatemala,GUA,21,26
1294,1952,Summer,Gullvinge,ARG,3,1
1295,1952,Summer,Gustel X,GER,3,1
1296,1952,Summer,Guyana,GUY,1,1
1297,1952,Summer,Hirondelle,MON,2,1
1298,1952,Summer,Hojwa,SWE,3,1
1299,1952,Summer,Hong Kong,HKG,4,6
1300,1952,Summer,Hornet,AUS,2,1
1301,1952,Summer,Hungary,HUN,188,107
1302,1952,Summer,Iceland,ISL,9,11
1303,1952,Summer,India,IND,64,42
1304,1952,Summer,Indonesia,INA,3,3
1305,1952,Summer,Iran,IRI,22,22
1306,1952,Summer,Ireland,IRL,19,18
1307,1952,Summer,Israel,ISR,25,17
1308,1952,Summer,Italy,ITA,218,110
1309,1952,Summer,Jamaica,JAM,8,10
1310,1952,Summer,Japan,JPN,69,60
1311,1952,Summer,Jet,CAN,3,1
1312,1952,Summer,Jill,DEN,3,1
1313,1952,Summer,Korshun,URS,3,1
1314,1952,Summer,Kurush IV,CUB,2,1
1315,1952,Summer,Lebanon,LIB,9,8
1316,1952,Summer,Liechtenstein,LIE,2,1
1317,1952,Summer,Llanoria,USA,6,1
1318,1952,Summer,Lotta IV,SWE,2,1
1319,1952,Summer,Lucky Star,FIN,2,1
1320,1952,Summer,Luxembourg,LUX,44,32
1321,1952,Summer,Marie-Tim,GRE,2,1
1322,1952,Summer,May Be VII,SWE,5,1
1323,1952,Summer,Merope,ITA,2,1
1324,1952,Summer,Mexico,MEX,64,35
1325,1952,Summer,Mirtala,ITA,3,1
1326,1952,Summer,Monaco,MON,6,5
1327,1952,Summer,Myanmar,MYA,5,5
1328,1952,Summer,Netherlands,NED,96,54
1329,1952,Summer,Netherlands Antilles,AHO,11,1
1330,1952,Summer,New Zealand,NZL,14,14
1331,1952,Summer,Nigeria,NGR,9,5
1332,1952,Summer,Nirwana,GER,5,1
1333,1952,Summer,Norway,NOR,91,69
1334,1952,Summer,Paka V,GER,2,1
1335,1952,Summer,Pakistan,PAK,38,25
1336,1952,Summer,Pampero,ARG,3,1
1337,1952,Summer,Pan,NOR,3,1
1338,1952,Summer,Panama,PAN,1,1
1339,1952,Summer,Philippines,PHI,25,14
1340,1952,Summer,Poland,POL,125,74
1341,1952,Summer,Portugal,POR,63,42
1342,1952,Summer,Primorka,YUG,2,1
1343,1952,Summer,Puerto Rico,PUR,21,19
1344,1952,Summer,Ralia,FIN,5,1
1345,1952,Summer,Romania,ROU,114,67
1346,1952,Summer,Saar,SAA,36,32
1347,1952,Summer,Sabre,GBR,3,1
1348,1952,Summer,Shoveller,RSA,3,1
1349,1952,Summer,Singapore,SGP,5,7
1350,1952,Summer,Sjhxa,POR,3,1
1351,1952,Summer,Skidoo,USA,3,1
1352,1952,Summer,Snude,DEN,3,1
1353,1952,Summer,South Africa,RSA,61,58
1354,1952,Summer,South Korea,KOR,19,16
1355,1952,Summer,South Vietnam,VNM,8,7
1356,1952,Summer,Soviet Union,URS,287,138
1357,1952,Summer,Spain,ESP,27,21
1358,1952,Summer,Sri Lanka,SRI,5,7
1359,1952,Summer,Sweden,SWE,193,120
1360,1952,Summer,Switzerland,SUI,147,93
1361,1952,Summer,Teresita,FIN,3,1
1362,1952,Summer,Thailand,THA,8,7
1363,1952,Summer,Thalatta,NED,3,1
1364,1952,Summer,Tim-Tam III,SUI,3,1
1365,1952,Summer,Titia,GBR,5,1
1366,1952,Summer,Tom Kyle,GER,3,1
1367,1952,Summer,Tornado,SWE,3,1
1368,1952,Summer,Trickson VI,CAN,5,1
1369,1952,Summer,Trinidad and Tobago,TTO,2,2
1370,1952,Summer,Tu-Fri,FIN,3,1
1371,1952,Summer,Turkey,TUR,51,31
1372,1952,Summer,Unique,GBR,3,1
1373,1952,Summer,United States,USA,271,129
1374,1952,Summer,Uragan,URS,2,1
1375,1952,Summer,Uruguay,URU,32,16
1376,1952,Summer,Venezuela,VEN,38,37
1377,1952,Summer,Vinha,AUS,3,1
1378,1952,Summer,Virginie,FRA,3,1
1379,1952,Summer,Whirlaway,CAN,2,1
1380,1952,Summer,Yeoman,BAH,4,1
1381,1952,Summer,Ylliam VIII,SUI,5,1
1382,1952,Summer,Yugoslavia,YUG,85,47
1383,1952,Winter,Argentina,ARG,12,7
1384,1952,Winter,Australia,AUS,9,10
1385,1952,Winter,Austria,AUT,31,18
1386,1952,Winter,Austria-1,AUT,4,2
1387,1952,Winter,Austria-2,AUT,4,2
1388,1952,Winter,Belgium,BEL,5,6
1389,1952,Winter,Belgium-1,BEL,2,1
1390,1952,Winter,Belgium-2,BEL,2,1
1391,1952,Winter,Bulgaria,BUL,10,6
1392,1952,Winter,Canada,CAN,39,16
1393,1952,Winter,Chile,CHI,3,3
1394,1952,Winter,Czechoslovakia,TCH,22,5
1395,1952,Winter,Denmark,DEN,1,1
1396,1952,Winter,Finland,FIN,50,16
1397,1952,Winter,France,FRA,25,14
1398,1952,Winter,France-1,FRA,2,1
1399,1952,Winter,France-2,FRA,2,1
1400,1952,Winter,Germany,GER,48,19
1401,1952,Winter,Germany-1,GER,4,2
1402,1952,Winter,Germany-2,GER,4,2
1403,1952,Winter,Great Britain,GBR,14,11
1404,1952,Winter,Great Britain-1,GBR,2,1
1405,1952,Winter,Great Britain-2,GBR,2,1
1406,1952,Winter,Greece,GRE,3,2
1407,1952,Winter,Hungary,HUN,8,13
1408,1952,Winter,Hungary-1,HUN,2,1
1409,1952,Winter,Hungary-2,HUN,2,1
1410,1952,Winter,Iceland,ISL,11,7
1411,1952,Winter,Italy,ITA,25,15
1412,1952,Winter,Italy-1,ITA,6,2
1413,1952,Winter,Italy-2,ITA,6,2
1414,1952,Winter,Japan,JPN,13,10
1415,1952,Winter,Lebanon,LIB,1,3
1416,1952,Winter,Netherlands,NED,11,9
1417,1952,Winter,New Zealand,NZL,3,5
1418,1952,Winter,Norway,NOR,64,19
1419,1952,Winter,Norway-1,NOR,4,2
1420,1952,Winter,Norway-2,NOR,6,2
1421,1952,Winter,Poland,POL,30,9
1422,1952,Winter,Portugal,POR,1,1
1423,1952,Winter,Romania,ROU,16,7
1424,1952,Winter,Spain,ESP,4,3
1425,1952,Winter,Sweden,SWE,56,18
1426,1952,Winter,Sweden-1,SWE,5,2
1427,1952,Winter,Sweden-2,SWE,6,2
1428,1952,Winter,Switzerland,SUI,47,15
1429,1952,Winter,Switzerland-1,SUI,4,2
1430,1952,Winter,Switzerland-2,SUI,4,2
1431,1952,Winter,United States,USA,52,17
1432,1952,Winter,United States-1,USA,6,3
1433,1952,Winter,United States-2,USA,8,3
1434,1952,Winter,Yugoslavia,YUG,6,5
1435,1956,Summer,Afghanistan,AFG,12,1
1436,1956,Summer,Aretusa,ITA,3,1
1437,1956,Summer,Argentina,ARG,30,30
1438,1956,Summer,Australia,AUS,288,139
1439,1956,Summer,Austria,AUT,34,36
1440,1956,Summer,Bahamas,BAH,2,3
1441,1956,Summer,Beaver,CAN,2,1
1442,1956,Summer,Belgium,BEL,57,39
1443,1956,Summer,Bluebottle,GBR,3,1
1444,1956,Summer,Brazil,BRA,45,29
1445,1956,Summer,Bulgaria,BUL,47,31
1446,1956,Summer,Buraddoo,AUS,3,1
1447,1956,Summer,Cambodia,CAM,2,1
1448,1956,Summer,Canada,CAN,89,81
1449,1956,Summer,Canopus,POR,3,1
1450,1956,Summer,Chile,CHI,33,22
1451,1956,Summer,Chinese Taipei,TPE,20,13
1452,1956,Summer,Chuckles,GBR,2,1
1453,1956,Summer,Colombia,COL,26,23
1454,1956,Summer,Covunco III,ARG,2,1
1455,1956,Summer,Cuba,CUB,14,15
1456,1956,Summer,Czechoslovakia,TCH,63,54
1457,1956,Summer,Denmark,DEN,34,28
1458,1956,Summer,Druzhba,URS,3,1
1459,1956,Summer,Egypt,EGY,3,2
1460,1956,Summer,Ethiopia,ETH,12,10
1461,1956,Summer,Falcon IV,AUS,2,1
1462,1956,Summer,Faneca,POR,2,1
1463,1956,Summer,Fiji,FIJ,5,4
1464,1956,Summer,Finland,FIN,68,66
1465,1956,Summer,France,FRA,138,98
1466,1956,Summer,Gam II,FRA,2,1
1467,1956,Summer,Gem IV,BAH,2,1
1468,1956,Summer,Germany,GER,159,97
1469,1956,Summer,Gilliatt V,FRA,3,1
1470,1956,Summer,Great Britain,GBR,186,109
1471,1956,Summer,Greece,GRE,11,12
1472,1956,Summer,Gustl XI,GER,3,1
1473,1956,Summer,Guyana,GUY,4,6
1474,1956,Summer,Hong Kong,HKG,2,3
1475,1956,Summer,Hungary,HUN,111,82
1476,1956,Summer,Iceland,ISL,2,2
1477,1956,Summer,Impala,RSA,2,1
1478,1956,Summer,Inca,BRA,2,1
1479,1956,Summer,India,IND,59,32
1480,1956,Summer,Indonesia,INA,22,11
1481,1956,Summer,Iran,IRI,17,17
1482,1956,Summer,Ireland,IRL,18,17
1483,1956,Summer,Israel,ISR,3,3
1484,1956,Summer,Italy,ITA,124,76
1485,1956,Summer,Jamaica,JAM,6,6
1486,1956,Summer,Japan,JPN,112,72
1487,1956,Summer,Jest,NZL,2,1
1488,1956,Summer,Kannibaltje,FRA,2,1
1489,1956,Summer,Kathleen,USA,2,1
1490,1956,Summer,Kenya,KEN,25,10
1491,1956,Summer,Kingfisher,MYA,2,1
1492,1956,Summer,Kon-Tiki,URS,2,1
1493,1956,Summer,Kurush IV,CUB,2,1
1494,1956,Summer,Liberia,LBR,4,6
1495,1956,Summer,Luxembourg,LUX,11,22
1496,1956,Summer,Malaya,MAL,32,13
1497,1956,Summer,Manana,CAN,2,1
1498,1956,Summer,Merope III,ITA,2,1
1499,1956,Summer,Mexico,MEX,24,20
1500,1956,Summer,Myanmar,MYA,9,10
1501,1956,Summer,Naiad,AUS,2,1
1502,1956,Summer,Neptun II,URS,3,1
1503,1956,Summer,Netherlands,NED,1,1
1504,1956,Summer,New Zealand,NZL,46,26
1505,1956,Summer,Nigeria,NGR,10,6
1506,1956,Summer,Nikh,GRE,2,1
1507,1956,Summer,North Borneo,NBO,2,1
1508,1956,Summer,Norway,NOR,16,16
1509,1956,Summer,Pakistan,PAK,54,43
1510,1956,Summer,Pam,BER,3,1
1511,1956,Summer,Pampero,ARG,3,1
1512,1956,Summer,Pan II,NOR,3,1
1513,1956,Summer,Paula,AUS,3,1
1514,1956,Summer,Peru,PER,8,5
1515,1956,Summer,Philippines,PHI,39,30
1516,1956,Summer,Poland,POL,64,48
1517,1956,Summer,Portugal,POR,7,5
1518,1956,Summer,Puerto Rico,PUR,10,9
1519,1956,Summer,Red Dragon,NZL,3,1
1520,1956,Summer,Rika II,SGP,4,1
1521,1956,Summer,Romania,ROU,50,39
1522,1956,Summer,Romolo,ITA,2,1
1523,1956,Summer,Rush IV,USA,4,1
1524,1956,Summer,Rush V,SWE,3,1
1525,1956,Summer,Singapore,SGP,45,12
1526,1956,Summer,Slaghoken II,SWE,3,1
1527,1956,Summer,South Africa,RSA,45,48
1528,1956,Summer,South Korea,KOR,35,23
1529,1956,Summer,South Vietnam,VNM,6,4
1530,1956,Summer,Soviet Union,URS,271,137
1531,1956,Summer,Spain,ESP,6,4
1532,1956,Summer,Spirit III,USA,4,1
1533,1956,Summer,Sri Lanka,SRI,3,3
1534,1956,Summer,Starlight III,GBR,2,1
1535,1956,Summer,Sweden,SWE,91,78
1536,1956,Summer,Switzerland,SUI,9,6
1537,1956,Summer,Thailand,THA,33,13
1538,1956,Summer,Tichiboo,THA,2,1
1539,1956,Summer,Tilly,GER,3,1
1540,1956,Summer,Tineke,USA,2,1
1541,1956,Summer,Tip,DEN,3,1
1542,1956,Summer,Tomahawk II,CAN,3,1
1543,1956,Summer,Trinidad and Tobago,TTO,6,7
1544,1956,Summer,Tulilind,URS,2,1
1545,1956,Summer,Turkey,TUR,19,20
1546,1956,Summer,Twins VIII,ITA,4,1
1547,1956,Summer,Uganda,UGA,3,5
1548,1956,Summer,United States,USA,293,140
1549,1956,Summer,Uruguay,URU,21,8
1550,1956,Summer,Venezuela,VEN,22,16
1551,1956,Summer,Viking,NOR,3,1
1552,1956,Summer,Vision,GBR,4,1
1553,1956,Summer,Wendehals,GER,2,1
1554,1956,Summer,Xantippa,FIN,3,1
1555,1956,Summer,Yeoman V,RSA,3,1
1556,1956,Summer,Yugoslavia,YUG,35,16
1557,1956,Winter,Australia,AUS,8,11
1558,1956,Winter,Austria,AUT,47,17
1559,1956,Winter,Austria-1,AUT,7,3
1560,1956,Winter,Austria-2,AUT,8,3
1561,1956,Winter,Belgium,BEL,4,5
1562,1956,Winter,Bolivia,BOL,1,2
1563,1956,Winter,Bulgaria,BUL,7,7
1564,1956,Winter,Canada,CAN,31,18
1565,1956,Winter,Canada-1,CAN,2,1
1566,1956,Winter,Canada-2,CAN,2,1
1567,1956,Winter,Chile,CHI,3,3
1568,1956,Winter,Czechoslovakia,TCH,41,18
1569,1956,Winter,Finland,FIN,31,16
1570,1956,Winter,France,FRA,30,16
1571,1956,Winter,France-1,FRA,2,1
1572,1956,Winter,France-2,FRA,2,1
1573,1956,Winter,Germany,GER,53,22
1574,1956,Winter,Germany-1,GER,4,2
1575,1956,Winter,Germany-2,GER,6,2
1576,1956,Winter,Great Britain,GBR,29,16
1577,1956,Winter,Great Britain-1,GBR,6,3
1578,1956,Winter,Great Britain-2,GBR,6,3
1579,1956,Winter,Greece,GRE,3,3
1580,1956,Winter,Hungary,HUN,2,1
1581,1956,Winter,Iceland,ISL,7,7
1582,1956,Winter,Iran,IRI,3,3
1583,1956,Winter,Italy,ITA,55,20
1584,1956,Winter,Italy-1,ITA,6,2
1585,1956,Winter,Italy-2,ITA,4,2
1586,1956,Winter,Japan,JPN,10,12
1587,1956,Winter,Lebanon,LIB,3,4
1588,1956,Winter,Liechtenstein,LIE,8,4
1589,1956,Winter,Netherlands,NED,8,5
1590,1956,Winter,Norway,NOR,44,19
1591,1956,Winter,Norway-1,NOR,2,1
1592,1956,Winter,Norway-2,NOR,2,1
1593,1956,Winter,Poland,POL,42,15
1594,1956,Winter,Poland-1,POL,6,2
1595,1956,Winter,Poland-2,POL,7,2
1596,1956,Winter,Romania,ROU,11,11
1597,1956,Winter,Romania-1,ROU,4,2
1598,1956,Winter,Romania-2,ROU,4,2
1599,1956,Winter,South Korea,KOR,4,4
1600,1956,Winter,Soviet Union,URS,53,19
1601,1956,Winter,Spain,ESP,9,6
1602,1956,Winter,Sweden,SWE,49,20
1603,1956,Winter,Sweden-1,SWE,5,2
1604,1956,Winter,Sweden-2,SWE,4,2
1605,1956,Winter,Switzerland,SUI,51,17
1606,1956,Winter,Switzerland-1,SUI,6,2
1607,1956,Winter,Switzerland-2,SUI,6,2
1608,1956,Winter,Turkey,TUR,4,3
1609,1956,Winter,United States,USA,52,18
1610,1956,Winter,United States-1,USA,8,3
1611,1956,Winter,United States-2,USA,8,3
1612,1956,Winter,Yugoslavia,YUG,17,13
1613,1960,Summer,Afghanistan,AFG,12,13
1614,1960,Summer,Aldebaran II,ITA,2,1
1615,1960,Summer,Aletta,IRL,3,1
1616,1960,Summer,Ali-Baba VI,SUI,2,1
1617,1960,Summer,Ardilla,ARG,3,1
1618,1960,Summer,Argentina,ARG,84,51
1619,1960,Summer,Argo II,CAN,3,1
1620,1960,Summer,Astrid III,FRA,3,1
1621,1960,Summer,Australia,AUS,179,118
1622,1960,Summer,Austria,AUT,96,78
1623,1960,Summer,Baccara,SUI,3,1
1624,1960,Summer,Bahamas,BAH,3,4
1625,1960,Summer,Bajazzo,URU,3,1
1626,1960,Summer,Balaton,HUN,2,1
1627,1960,Summer,Ballerina IV,SUI,3,1
1628,1960,Summer,Beaver,GBR,2,1
1629,1960,Summer,Belgium,BEL,99,63
1630,1960,Summer,Bella,FIN,2,1
1631,1960,Summer,Bellatrix IX,GER,3,1
1632,1960,Summer,Bermuda,BER,1,1
1633,1960,Summer,Bermudes,BER,3,1
1634,1960,Summer,Bermudian,BER,2,1
1635,1960,Summer,Bim,BAH,3,1
1636,1960,Summer,Boreas,JPN,3,1
1637,1960,Summer,Brazil,BRA,68,33
1638,1960,Summer,Bronia,GER,3,1
1639,1960,Summer,Bulgaria,BUL,98,66
1640,1960,Summer,Buraddoo,AUS,3,1
1641,1960,Summer,Calcinhas,POR,2,1
1642,1960,Summer,Calypse II,FRA,2,1
1643,1960,Summer,Canada,CAN,75,73
1644,1960,Summer,Canopus,ESP,3,1
1645,1960,Summer,Cha-Cha III,YUG,2,1
1646,1960,Summer,Chamukina,MEX,2,1
1647,1960,Summer,Chile,CHI,9,8
1648,1960,Summer,Chinese Taipei,TPE,27,18
1649,1960,Summer,Chok,DEN,3,1
1650,1960,Summer,Ciocca III,POR,3,1
1651,1960,Summer,Circus,WIF,2,1
1652,1960,Summer,Colombia,COL,16,13
1653,1960,Summer,Combine,BAH,2,1
1654,1960,Summer,Cuba,CUB,10,14
1655,1960,Summer,Czechoslovakia,TCH,116,75
1656,1960,Summer,Daisy,NED,3,1
1657,1960,Summer,Damoiselle IV,MON,3,1
1658,1960,Summer,Danaldo,JPN,2,1
1659,1960,Summer,Denmark,DEN,92,43
1660,1960,Summer,Dinah V,GER,3,1
1661,1960,Summer,Espuma del Mar,VEN,2,1
1662,1960,Summer,Ethiopia,ETH,10,8
1663,1960,Summer,Evita VI,AUT,2,1
1664,1960,Summer,Falcon VI,AUS,2,1
1665,1960,Summer,Fantasio III,SUI,2,1
1666,1960,Summer,Fiji,FIJ,2,3
1667,1960,Summer,Finland,FIN,109,89
1668,1960,Summer,France,FRA,228,116
1669,1960,Summer,Frip IV,FRA,2,1
1670,1960,Summer,Gabbiano,AUS,3,1
1671,1960,Summer,Galejan,SWE,3,1
1672,1960,Summer,Gem VII,BAH,2,1
1673,1960,Summer,Germany,GER,281,144
1674,1960,Summer,Ghana,GHA,13,12
1675,1960,Summer,Great Britain,GBR,243,126
1676,1960,Summer,Greece,GRE,41,35
1677,1960,Summer,Grifo III,POR,3,1
1678,1960,Summer,Guyana,GUY,5,6
1679,1960,Summer,Haiti,HAI,1,1
1680,1960,Summer,Hakahana,RSA,2,1
1681,1960,Summer,Harmony,NZL,2,1
1682,1960,Summer,Hong Kong,HKG,4,3
1683,1960,Summer,Hungary,HUN,179,105
1684,1960,Summer,Iceland,ISL,9,11
1685,1960,Summer,India,IND,45,20
1686,1960,Summer,Indonesia,INA,17,15
1687,1960,Summer,Inga-Lill XXXXIII,FIN,3,1
1688,1960,Summer,Iran,IRI,23,24
1689,1960,Summer,Iraq,IRQ,21,23
1690,1960,Summer,Ireland,IRL,44,37
1691,1960,Summer,Israel,ISR,23,28
1692,1960,Summer,Italy,ITA,270,134
1693,1960,Summer,Japan,JPN,156,94
1694,1960,Summer,John B,BAH,3,1
1695,1960,Summer,June Climene,SGP,3,1
1696,1960,Summer,Kenya,KEN,27,13
1697,1960,Summer,Lasha,SWE,3,1
1698,1960,Summer,Lebanon,LIB,17,14
1699,1960,Summer,Lett,NOR,3,1
1700,1960,Summer,Liberia,LBR,4,5
1701,1960,Summer,Liechtenstein,LIE,5,6
1702,1960,Summer,Luxembourg,LUX,52,48
1703,1960,Summer,Ma'Lindo,POR,2,1
1704,1960,Summer,Macky VI,GER,3,1
1705,1960,Summer,Mad Dog,CAN,2,1
1706,1960,Summer,Maid of Lebanon,LIB,2,1
1707,1960,Summer,Malaya,MAL,9,11
1708,1960,Summer,Malta,MLT,8,5
1709,1960,Summer,Mari,SWE,2,1
1710,1960,Summer,May-Be 1960,AUT,2,1
1711,1960,Summer,Merope,MLT,2,1
1712,1960,Summer,Merope III,ITA,2,1
1713,1960,Summer,Meteor,BEL,2,1
1714,1960,Summer,Mexico,MEX,67,54
1715,1960,Summer,Minotaur,USA,3,1
1716,1960,Summer,Mizar,ARG,2,1
1717,1960,Summer,Monaco,MON,8,5
1718,1960,Summer,Morocco,MAR,47,45
1719,1960,Summer,Myanmar,MYA,8,8
1720,1960,Summer,Netherlands,NED,104,52
1721,1960,Summer,Netherlands Antilles,AHO,5,4
1722,1960,Summer,New Zealand,NZL,35,27
1723,1960,Summer,Nigeria,NGR,12,12
1724,1960,Summer,Nirefs,GRE,3,1
1725,1960,Summer,Nokaut II,URS,2,1
1726,1960,Summer,Norway,NOR,32,36
1727,1960,Summer,Oleander II,BER,3,1
1728,1960,Summer,Olimpia,HUN,2,1
1729,1960,Summer,Olympion,GRE,2,1
1730,1960,Summer,Pakaria,AUS,2,1
1731,1960,Summer,Pakistan,PAK,43,35
1732,1960,Summer,Panama,PAN,6,4
1733,1960,Summer,Partenope,INA,3,1
1734,1960,Summer,Pasodoble,ESP,2,1
1735,1960,Summer,Patricia,PHI,3,1
1736,1960,Summer,Peri,RHO,2,1
1737,1960,Summer,Persey,URS,3,1
1738,1960,Summer,Peru,PER,31,8
1739,1960,Summer,Philippines,PHI,37,26
1740,1960,Summer,Pimm,BRA,2,1
1741,1960,Summer,Poland,POL,185,108
1742,1960,Summer,Portugal,POR,55,48
1743,1960,Summer,Posillipo III,ESP,3,1
1744,1960,Summer,Puerto Rico,PUR,27,13
1745,1960,Summer,Rhodesia,RHO,8,10
1746,1960,Summer,Rififi,FIN,3,1
1747,1960,Summer,Romania,ROU,98,65
1748,1960,Summer,SagaII,CAN,3,1
1749,1960,Summer,Salamander,GBR,3,1
1750,1960,Summer,San Marino,SMR,9,5
1751,1960,Summer,Scram,CAN,2,1
1752,1960,Summer,Shrew II,USA,2,1
1753,1960,Summer,Siames-Cat,THA,2,1
1754,1960,Summer,Singapore,SGP,2,2
1755,1960,Summer,Sirene,NOR,2,1
1756,1960,Summer,Sjovinge,SWE,2,1
1757,1960,Summer,Skum,DEN,2,1
1758,1960,Summer,Snowten III,FRA,3,1
1759,1960,Summer,South Africa,RSA,53,45
1760,1960,Summer,South Korea,KOR,35,38
1761,1960,Summer,South Vietnam,VNM,3,5
1762,1960,Summer,Soviet Union,URS,273,141
1763,1960,Summer,Spain,ESP,134,79
1764,1960,Summer,Spirit VI,USA,3,1
1765,1960,Summer,Sri Lanka,SRI,5,5
1766,1960,Summer,Struten,NOR,3,1
1767,1960,Summer,Sudan,SUD,10,10
1768,1960,Summer,Surprise,AUT,3,1
1769,1960,Summer,Sweden,SWE,124,96
1770,1960,Summer,Switzerland,SUI,139,86
1771,1960,Summer,Tajamar,ESP,2,1
1772,1960,Summer,Tango,ARG,3,1
1773,1960,Summer,Tengiri,INA,2,1
1774,1960,Summer,Terrible,BRA,2,1
1775,1960,Summer,Thailand,THA,18,15
1776,1960,Summer,Three Leaves,IRL,2,1
1777,1960,Summer,Tornado,URS,2,1
1778,1960,Summer,Trintel II,NED,3,1
1779,1960,Summer,Tunisia,TUN,42,22
1780,1960,Summer,Turkey,TUR,49,41
1781,1960,Summer,Twinkle,GBR,2,1
1782,1960,Summer,Uganda,UGA,10,11
1783,1960,Summer,United Arab Republic,UAR,74,34
1784,1960,Summer,United States,USA,282,143
1785,1960,Summer,Uruguay,URU,31,14
1786,1960,Summer,Venezuela,VEN,34,25
1787,1960,Summer,Venilia,ITA,3,1
1788,1960,Summer,Vesania,CUB,2,1
1789,1960,Summer,Viktoriya,URS,3,1
1790,1960,Summer,Vim III,USA,2,1
1791,1960,Summer,Voloira II,ITA,3,1
1792,1960,Summer,Web II,DEN,3,1
1793,1960,Summer,West Indies Federation,WIF,11,12
1794,1960,Summer,Yangon,MYA,2,1
1795,1960,Summer,Yeoman VII,GBR,3,1
1796,1960,Summer,Yugoslavia,YUG,114,63
1797,1960,Summer,Zefyros,GRE,2,1
1798,1960,Summer,Zimbabwe,ZIM,4,6
1799,1960,Winter,Argentina,ARG,6,8
1800,1960,Winter,Australia,AUS,30,14
1801,1960,Winter,Austria,AUT,26,15
1802,1960,Winter,Bulgaria,BUL,7,7
1803,1960,Winter,Canada,CAN,40,21
1804,1960,Winter,Canada-1,CAN,2,1
1805,1960,Winter,Canada-2,CAN,2,1
1806,1960,Winter,Chile,CHI,5,3
1807,1960,Winter,Czechoslovakia,TCH,21,6
1808,1960,Winter,Denmark,DEN,1,3
1809,1960,Winter,Finland,FIN,48,18
1810,1960,Winter,France,FRA,26,21
1811,1960,Winter,Germany,GER,68,26
1812,1960,Winter,Germany-1,GER,2,1
1813,1960,Winter,Germany-2,GER,2,1
1814,1960,Winter,Germany-3,GER,2,1
1815,1960,Winter,Great Britain,GBR,17,16
1816,1960,Winter,Hungary,HUN,3,4
1817,1960,Winter,Iceland,ISL,4,4
1818,1960,Winter,Italy,ITA,28,17
1819,1960,Winter,Japan,JPN,41,20
1820,1960,Winter,Lebanon,LIB,2,3
1821,1960,Winter,Liechtenstein,LIE,3,3
1822,1960,Winter,Netherlands,NED,7,5
1823,1960,Winter,New Zealand,NZL,4,6
1824,1960,Winter,Norway,NOR,29,17
1825,1960,Winter,Poland,POL,13,11
1826,1960,Winter,South Africa,RSA,4,2
1827,1960,Winter,South Korea,KOR,7,13
1828,1960,Winter,Soviet Union,URS,58,21
1829,1960,Winter,Soviet Union-1,URS,2,1
1830,1960,Winter,Soviet Union-2,URS,2,1
1831,1960,Winter,Spain,ESP,4,6
1832,1960,Winter,Sweden,SWE,47,18
1833,1960,Winter,Switzerland,SUI,21,12
1834,1960,Winter,Turkey,TUR,2,3
1835,1960,Winter,United States,USA,73,24
1836,1960,Winter,United States-1,USA,2,1
1837,1960,Winter,United States-2,USA,2,1
1838,1960,Winter,United States-3,USA,2,1
1839,1964,Summer,Acipactli,MEX,3,1
1840,1964,Summer,Afghanistan,AFG,8,8
1841,1964,Summer,Akatonbo,IRL,3,1
1842,1964,Summer,Alain IV,SUI,3,1
1843,1964,Summer,Aldebaran,ITA,2,1
1844,1964,Summer,Algeria,ALG,1,7
1845,1964,Summer,Ali-Baba IX,SUI,2,1
1846,1964,Summer,Almaz,URS,2,1
1847,1964,Summer,Andromeda,GBR,3,1
1848,1964,Summer,Aphrodite,USA,3,1
1849,1964,Summer,Argentina,ARG,97,76
1850,1964,Summer,Argeste,ITA,3,1
