,Year,Season,Team,NOC,Name,Event
4273,2002,Winter,Armenia,ARM,9,15
4274,2002,Winter,Australia,AUS,25,20
4275,2002,Winter,Austria,AUT,86,39
4276,2002,Winter,Austria-1,AUT,2,1
4277,2002,Winter,Austria-2,AUT,2,1
4278,2002,Winter,Azerbaijan,AZE,4,3
4279,2002,Winter,Belarus,BLR,64,38
4280,2002,Winter,Belgium,BEL,6,7
4281,2002,Winter,Bermuda,BER,1,1
4282,2002,Winter,Bosnia and Herzegovina,BIH,2,3
4283,2002,Winter,Brazil,BRA,10,6
4284,2002,Winter,Bulgaria,BUL,23,27
4285,2002,Winter,Cameroon,CMR,1,2
4286,2002,Winter,Canada,CAN,135,60
4287,2002,Winter,Canada-1,CAN,8,4
4288,2002,Winter,Canada-2,CAN,8,4
4289,2002,Winter,Canada-3,CAN,2,1
4290,2002,Winter,Chile,CHI,6,8
4291,2002,Winter,China,CHN,59,37
4292,2002,Winter,China-1,CHN,2,1
4293,2002,Winter,China-2,CHN,2,1
4294,2002,Winter,China-3,CHN,2,1
4295,2002,Winter,Chinese Taipei,TPE,6,2
4296,2002,Winter,Costa Rica,CRC,1,2
4297,2002,Winter,Croatia,CRO,13,18
4298,2002,Winter,Cyprus,CYP,1,2
4299,2002,Winter,Czech Republic,CZE,75,49
4300,2002,Winter,Czech Republic-1,CZE,2,1
4301,2002,Winter,Czech Republic-2,CZE,2,1
4302,2002,Winter,Denmark,DEN,11,3
4303,2002,Winter,Estonia,EST,17,20
4304,2002,Winter,Fiji,FIJ,1,2
4305,2002,Winter,Finland,FIN,98,41
4306,2002,Winter,France,FRA,103,52
4307,2002,Winter,France-1,FRA,6,2
4308,2002,Winter,France-2,FRA,6,2
4309,2002,Winter,Georgia,GEO,4,6
4310,2002,Winter,Germany,GER,140,65
4311,2002,Winter,Germany-1,GER,8,4
4312,2002,Winter,Germany-2,GER,10,4
4313,2002,Winter,Great Britain,GBR,35,28
4314,2002,Winter,Great Britain-1,GBR,8,3
4315,2002,Winter,Great Britain-2,GBR,8,3
4316,2002,Winter,Greece,GRE,10,16
4317,2002,Winter,Hong Kong,HKG,2,3
4318,2002,Winter,Hungary,HUN,25,30
4319,2002,Winter,Iceland,ISL,6,7
4320,2002,Winter,India,IND,1,1
4321,2002,Winter,Iran,IRI,2,2
4322,2002,Winter,Ireland,IRL,6,8
4323,2002,Winter,Israel,ISR,1,3
4324,2002,Winter,Israel-1,ISR,2,1
4325,2002,Winter,Israel-2,ISR,2,1
4326,2002,Winter,Italy,ITA,97,63
4327,2002,Winter,Italy-1,ITA,6,3
4328,2002,Winter,Italy-2,ITA,6,3
4329,2002,Winter,Jamaica,JAM,2,1
4330,2002,Winter,Japan,JPN,102,65
4331,2002,Winter,Japan-1,JPN,2,1
4332,2002,Winter,Japan-2,JPN,2,1
4333,2002,Winter,Kazakhstan,KAZ,50,32
4334,2002,Winter,Kenya,KEN,1,2
4335,2002,Winter,Kyrgyzstan,KGZ,2,4
4336,2002,Winter,Latvia,LAT,39,19
4337,2002,Winter,Latvia-1,LAT,4,2
4338,2002,Winter,Latvia-2,LAT,4,2
4339,2002,Winter,Lebanon,LIB,2,3
4340,2002,Winter,Liechtenstein,LIE,8,9
4341,2002,Winter,Lithuania,LTU,8,12
4342,2002,Winter,Macedonia,MKD,2,4
4343,2002,Winter,Mexico,MEX,3,2
4344,2002,Winter,Moldova,MDA,5,9
4345,2002,Winter,Monaco,MON,5,2
4346,2002,Winter,Mongolia,MGL,4,4
4347,2002,Winter,Nepal,NEP,1,2
4348,2002,Winter,Netherlands,NED,23,16
4349,2002,Winter,Netherlands-1,NED,2,1
4350,2002,Winter,Netherlands-2,NED,2,1
4351,2002,Winter,New Zealand,NZL,10,10
4352,2002,Winter,Norway,NOR,77,49
4353,2002,Winter,Poland,POL,27,27
4354,2002,Winter,Romania,ROU,20,25
4355,2002,Winter,Romania-1,ROU,2,1
4356,2002,Winter,Romania-2,ROU,2,1
4357,2002,Winter,Russia,RUS,129,57
4358,2002,Winter,Russia-1,RUS,11,5
4359,2002,Winter,Russia-2,RUS,12,5
4360,2002,Winter,Russia-3,RUS,2,1
4361,2002,Winter,San Marino,SMR,1,1
4362,2002,Winter,Serbia and Montenegro,SCG,6,5
4363,2002,Winter,Slovakia,SVK,49,34
4364,2002,Winter,Slovenia,SLO,40,33
4365,2002,Winter,South Africa,RSA,1,4
4366,2002,Winter,South Korea,KOR,46,39
4367,2002,Winter,Spain,ESP,7,7
4368,2002,Winter,Sweden,SWE,102,47
4369,2002,Winter,Switzerland,SUI,102,50
4370,2002,Winter,Switzerland-1,SUI,6,2
4371,2002,Winter,Switzerland-2,SUI,6,2
4372,2002,Winter,Tajikistan,TJK,1,2
4373,2002,Winter,Thailand,THA,1,2
4374,2002,Winter,Trinidad and Tobago,TTO,3,1
4375,2002,Winter,Turkey,TUR,3,5
4376,2002,Winter,Ukraine,UKR,60,45
4377,2002,Winter,Ukraine-1,UKR,4,2
4378,2002,Winter,Ukraine-2,UKR,4,2
4379,2002,Winter,United States,USA,177,72
4380,2002,Winter,United States Virgin Islands,ISV,8,3
4381,2002,Winter,United States-1,USA,12,6
4382,2002,Winter,United States-2,USA,13,6
4383,2002,Winter,Uzbekistan,UZB,6,5
4384,2002,Winter,Venezuela,VEN,4,2
4385,2004,Summer,Afghanistan,AFG,5,5
4386,2004,Summer,Albania,ALB,7,7
4387,2004,Summer,Algeria,ALG,61,57
4388,2004,Summer,American Samoa,ASA,3,3
4389,2004,Summer,Andorra,AND,6,6
4390,2004,Summer,Angola,ANG,30,5
4391,2004,Summer,Antigua and Barbuda,ANT,5,5
4392,2004,Summer,Argentina,ARG,150,85
4393,2004,Summer,Argentina-1,ARG,2,1
4394,2004,Summer,Argentina-2,ARG,2,1
4395,2004,Summer,Armenia,ARM,18,19
4396,2004,Summer,Aruba,ARU,4,4
4397,2004,Summer,Australia,AUS,460,215
4398,2004,Summer,Australia-1,AUS,8,4
4399,2004,Summer,Australia-2,AUS,8,4
4400,2004,Summer,Austria,AUT,70,55
4401,2004,Summer,Austria-1,AUT,2,1
4402,2004,Summer,Austria-2,AUT,2,1
4403,2004,Summer,Azerbaijan,AZE,36,36
4404,2004,Summer,Bahamas,BAH,22,18
4405,2004,Summer,Bahrain,BRN,10,10
4406,2004,Summer,Bangladesh,BAN,4,4
4407,2004,Summer,Barbados,BAR,10,15
4408,2004,Summer,Belarus,BLR,151,121
4409,2004,Summer,Belgium,BEL,50,41
4410,2004,Summer,Belize,BIZ,2,2
4411,2004,Summer,Benin,BEN,4,4
4412,2004,Summer,Bermuda,BER,10,7
4413,2004,Summer,Bhutan,BHU,2,2
4414,2004,Summer,Bolivia,BOL,7,11
4415,2004,Summer,Bosnia and Herzegovina,BIH,9,11
4416,2004,Summer,Botswana,BOT,11,8
4417,2004,Summer,Brazil,BRA,235,131
4418,2004,Summer,Brazil-1,BRA,4,2
4419,2004,Summer,Brazil-2,BRA,4,2
4420,2004,Summer,British Virgin Islands,IVB,1,1
4421,2004,Summer,Brunei,BRU,1,1
4422,2004,Summer,Bulgaria,BUL,95,94
4423,2004,Summer,Burkina Faso,BUR,5,5
4424,2004,Summer,Burundi,BDI,7,5
4425,2004,Summer,Cambodia,CAM,4,4
4426,2004,Summer,Cameroon,CMR,17,15
4427,2004,Summer,Canada,CAN,256,149
4428,2004,Summer,Canada-1,CAN,3,2
4429,2004,Summer,Canada-2,CAN,4,2
4430,2004,Summer,Cape Verde,CPV,3,3
4431,2004,Summer,Cayman Islands,CAY,5,8
4432,2004,Summer,Central African Republic,CAF,4,4
4433,2004,Summer,Chad,CHA,1,1
4434,2004,Summer,Chile,CHI,22,25
4435,2004,Summer,China,CHN,354,198
4436,2004,Summer,China-1,CHN,14,7
4437,2004,Summer,China-2,CHN,14,7
4438,2004,Summer,Chinese Taipei,TPE,88,52
4439,2004,Summer,Colombia,COL,53,59
4440,2004,Summer,Comoros,COM,3,3
4441,2004,Summer,Congo (Brazzaville),CGO,5,5
4442,2004,Summer,Congo (Kinshasa),COD,4,4
4443,2004,Summer,Cook Islands,COK,3,3
4444,2004,Summer,Costa Rica,CRC,20,8
4445,2004,Summer,Cote d'Ivoire,CIV,5,5
4446,2004,Summer,Croatia,CRO,81,57
4447,2004,Summer,Cuba,CUB,151,108
4448,2004,Summer,Cyprus,CYP,20,20
4449,2004,Summer,Czech Republic,CZE,136,102
4450,2004,Summer,Czech Republic-1,CZE,4,2
4451,2004,Summer,Czech Republic-2,CZE,4,2
4452,2004,Summer,Denmark,DEN,84,56
4453,2004,Summer,Denmark-1,DEN,5,3
4454,2004,Summer,Denmark-2,DEN,5,3
4455,2004,Summer,Dominica,DMA,2,2
4456,2004,Summer,Dominican Republic,DOM,33,22
4457,2004,Summer,Ecuador,ECU,16,15
4458,2004,Summer,Egypt,EGY,96,48
4459,2004,Summer,El Salvador,ESA,7,9
4460,2004,Summer,Equatorial Guinea,GEQ,2,2
4461,2004,Summer,Eritrea,ERI,4,3
4462,2004,Summer,Estonia,EST,42,34
4463,2004,Summer,Ethiopia,ETH,26,12
4464,2004,Summer,Federated States of Micronesia,FSM,5,5
4465,2004,Summer,Fiji,FIJ,8,9
4466,2004,Summer,Finland,FIN,53,53
4467,2004,Summer,France,FRA,307,191
4468,2004,Summer,France-1,FRA,4,2
4469,2004,Summer,France-2,FRA,4,2
4470,2004,Summer,Gabon,GAB,5,5
4471,2004,Summer,Gambia,GAM,2,3
4472,2004,Summer,Georgia,GEO,32,38
4473,2004,Summer,Germany,GER,427,224
4474,2004,Summer,Germany-1,GER,8,4
4475,2004,Summer,Germany-2,GER,8,4
4476,2004,Summer,Ghana,GHA,26,9
4477,2004,Summer,Great Britain,GBR,258,160
4478,2004,Summer,Great Britain-1,GBR,4,2
4479,2004,Summer,Great Britain-2,GBR,4,2
4480,2004,Summer,Greece,GRE,422,214
4481,2004,Summer,Greece-1,GRE,2,1
4482,2004,Summer,Greece-2,GRE,2,1
4483,2004,Summer,Grenada,GRN,5,5
4484,2004,Summer,Guam,GUM,4,4
4485,2004,Summer,Guatemala,GUA,18,17
4486,2004,Summer,Guinea,GUI,3,4
4487,2004,Summer,Guinea Bissau,GBS,3,3
4488,2004,Summer,Guyana,GUY,4,4
4489,2004,Summer,Haiti,HAI,8,8
4490,2004,Summer,Honduras,HON,5,5
4491,2004,Summer,Hong Kong,HKG,30,27
4492,2004,Summer,Hong Kong-1,HKG,4,2
4493,2004,Summer,Hong Kong-2,HKG,4,2
4494,2004,Summer,Hungary,HUN,206,137
4495,2004,Summer,Hungary-1,HUN,2,1
4496,2004,Summer,Hungary-2,HUN,2,1
4497,2004,Summer,Iceland,ISL,26,20
4498,2004,Summer,India,IND,73,43
4499,2004,Summer,Indonesia,INA,30,26
4500,2004,Summer,Indonesia-1,INA,4,2
4501,2004,Summer,Indonesia-2,INA,4,2
4502,2004,Summer,Iran,IRI,37,35
4503,2004,Summer,Iraq,IRQ,24,8
4504,2004,Summer,Ireland,IRL,46,31
4505,2004,Summer,Israel,ISR,36,41
4506,2004,Summer,Italy,ITA,363,174
4507,2004,Summer,Italy-1,ITA,2,1
4508,2004,Summer,Italy-2,ITA,2,1
4509,2004,Summer,Jamaica,JAM,47,27
4510,2004,Summer,Japan,JPN,300,166
4511,2004,Summer,Japan-1,JPN,6,3
4512,2004,Summer,Japan-2,JPN,6,3
4513,2004,Summer,Jordan,JOR,8,8
4514,2004,Summer,Kazakhstan,KAZ,114,95
4515,2004,Summer,Kenya,KEN,46,16
4516,2004,Summer,Kiribati,KIR,3,3
4517,2004,Summer,Kuwait,KUW,11,9
4518,2004,Summer,Kyrgyzstan,KGZ,29,32
4519,2004,Summer,Laos,LAO,5,5
4520,2004,Summer,Latvia,LAT,32,37
4521,2004,Summer,Lebanon,LIB,5,5
4522,2004,Summer,Lesotho,LES,3,3
4523,2004,Summer,Liberia,LBR,2,2
4524,2004,Summer,Libya,LBA,8,8
4525,2004,Summer,Liechtenstein,LIE,1,1
4526,2004,Summer,Lithuania,LTU,59,44
4527,2004,Summer,Luxembourg,LUX,10,10
4528,2004,Summer,Macedonia,MKD,10,14
4529,2004,Summer,Madagascar,MAD,8,8
4530,2004,Summer,Malawi,MAW,4,4
4531,2004,Summer,Malaysia,MAS,22,30
4532,2004,Summer,Malaysia-1,MAS,2,1
4533,2004,Summer,Malaysia-2,MAS,2,1
4534,2004,Summer,Maldives,MDV,4,4
4535,2004,Summer,Mali,MLI,21,6
4536,2004,Summer,Malta,MLT,7,7
4537,2004,Summer,Mauritania,MTN,2,2
4538,2004,Summer,Mauritius,MRI,9,9
4539,2004,Summer,Mexico,MEX,109,68
4540,2004,Summer,Moldova,MDA,33,31
4541,2004,Summer,Monaco,MON,3,3
4542,2004,Summer,Mongolia,MGL,20,21
4543,2004,Summer,Morocco,MAR,55,28
4544,2004,Summer,Mozambique,MOZ,4,4
4545,2004,Summer,Myanmar,MYA,2,2
4546,2004,Summer,Namibia,NAM,8,9
4547,2004,Summer,Nauru,NRU,3,3
4548,2004,Summer,Nepal,NEP,6,6
4549,2004,Summer,Netherlands,NED,210,99
4550,2004,Summer,Netherlands Antilles,AHO,3,3
4551,2004,Summer,New Zealand,NZL,148,84
4552,2004,Summer,Nicaragua,NCA,5,6
4553,2004,Summer,Niger,NIG,4,4
4554,2004,Summer,Nigeria,NGR,66,29
4555,2004,Summer,Nigeria-1,NGR,4,2
4556,2004,Summer,Nigeria-2,NGR,4,2
4557,2004,Summer,North Korea,PRK,36,34
4558,2004,Summer,Norway,NOR,44,33
4559,2004,Summer,Norway-1,NOR,4,2
4560,2004,Summer,Norway-2,NOR,4,2
4561,2004,Summer,Oman,OMA,2,2
4562,2004,Summer,Pakistan,PAK,26,11
4563,2004,Summer,Palau,PLW,4,4
4564,2004,Summer,Palestine,PLE,3,3
4565,2004,Summer,Panama,PAN,4,5
4566,2004,Summer,Papua New Guinea,PNG,4,6
4567,2004,Summer,Paraguay,PAR,22,6
4568,2004,Summer,Peru,PER,12,14
4569,2004,Summer,Philippines,PHI,16,21
4570,2004,Summer,Poland,POL,194,124
4571,2004,Summer,Portugal,POR,81,63
4572,2004,Summer,Puerto Rico,PUR,43,38
4573,2004,Summer,Qatar,QAT,15,14
4574,2004,Summer,Romania,ROU,108,88
4575,2004,Summer,Russia,RUS,443,232
4576,2004,Summer,Russia-1,RUS,6,3
4577,2004,Summer,Russia-2,RUS,6,3
4578,2004,Summer,Rwanda,RWA,5,5
4579,2004,Summer,Saint Kitts and Nevis,SKN,2,2
4580,2004,Summer,Saint Lucia,LCA,2,2
4581,2004,Summer,Saint Vincent and the Grenadines,VIN,3,3
4582,2004,Summer,Samoa,SAM,3,3
4583,2004,Summer,San Marino,SMR,5,5
4584,2004,Summer,Sao Tome and Principe,STP,2,2
4585,2004,Summer,Saudi Arabia,KSA,16,12
4586,2004,Summer,Senegal,SEN,15,17
4587,2004,Summer,Serbia and Montenegro,SCG,85,39
4588,2004,Summer,Seychelles,SEY,9,10
4589,2004,Summer,Sierra Leone,SLE,2,2
4590,2004,Summer,Singapore,SGP,15,15
4591,2004,Summer,Singapore-1,SGP,2,1
4592,2004,Summer,Singapore-2,SGP,2,1
4593,2004,Summer,Slovakia,SVK,63,58
4594,2004,Summer,Slovakia-1,SVK,2,1
4595,2004,Summer,Slovakia-2,SVK,2,1
4596,2004,Summer,Slovenia,SLO,78,65
4597,2004,Summer,Slovenia-1,SLO,2,1
4598,2004,Summer,Slovenia-2,SLO,2,1
4599,2004,Summer,Solomon Islands,SOL,2,2
4600,2004,Summer,Somalia,SOM,2,2
4601,2004,Summer,South Africa,RSA,106,68
4602,2004,Summer,South Korea,KOR,249,145
4603,2004,Summer,South Korea-1,KOR,9,5
4604,2004,Summer,South Korea-2,KOR,9,5
4605,2004,Summer,Spain,ESP,313,153
4606,2004,Summer,Spain-1,ESP,4,2
4607,2004,Summer,Spain-2,ESP,4,2
4608,2004,Summer,Sri Lanka,SRI,7,8
4609,2004,Summer,Sudan,SUD,4,4
4610,2004,Summer,Suriname,SUR,4,4
4611,2004,Summer,Swaziland,SWZ,3,3
4612,2004,Summer,Sweden,SWE,115,78
4613,2004,Summer,Sweden-2,SWE,2,1
4614,2004,Summer,Switzerland,SUI,94,82
4615,2004,Summer,Switzerland-1,SUI,2,1
4616,2004,Summer,Switzerland-2,SUI,2,1
4617,2004,Summer,Syria,SYR,6,6
4618,2004,Summer,Tajikistan,TJK,9,9
4619,2004,Summer,Tanzania,TAN,8,6
4620,2004,Summer,Thailand,THA,39,45
4621,2004,Summer,Thailand-1,THA,2,1
4622,2004,Summer,Thailand-2,THA,2,1
4623,2004,Summer,Timor Leste,TLS,2,2
4624,2004,Summer,Togo,TOG,3,3
4625,2004,Summer,Tonga,TGA,5,5
4626,2004,Summer,Trinidad and Tobago,TTO,19,18
4627,2004,Summer,Tunisia,TUN,54,37
4628,2004,Summer,Turkey,TUR,64,65
4629,2004,Summer,Turkmenistan,TKM,9,10
4630,2004,Summer,Uganda,UGA,11,10
4631,2004,Summer,Ukraine,UKR,239,175
4632,2004,Summer,United Arab Emirates,UAE,4,5
4633,2004,Summer,United States,USA,521,249
4634,2004,Summer,United States Virgin Islands,ISV,6,9
4635,2004,Summer,United States-1,USA,10,5
4636,2004,Summer,United States-2,USA,10,5
4637,2004,Summer,Uruguay,URU,15,16
4638,2004,Summer,Uzbekistan,UZB,69,71
4639,2004,Summer,Vanuatu,VAN,2,2
4640,2004,Summer,Venezuela,VEN,48,51
4641,2004,Summer,Vietnam,VIE,11,10
4642,2004,Summer,Yemen,YEM,3,3
4643,2004,Summer,Zambia,ZAM,6,6
4644,2004,Summer,Zimbabwe,ZIM,12,11
4645,2006,Winter,Albania,ALB,1,3
4646,2006,Winter,Algeria,ALG,2,3
4647,2006,Winter,Andorra,AND,3,7
4648,2006,Winter,Argentina,ARG,9,13
4649,2006,Winter,Armenia,ARM,5,5
4650,2006,Winter,Australia,AUS,40,31
4651,2006,Winter,Austria,AUT,68,40
4652,2006,Winter,Austria-1,AUT,4,2
4653,2006,Winter,Austria-2,AUT,4,2
4654,2006,Winter,Azerbaijan,AZE,2,1
4655,2006,Winter,Belarus,BLR,28,27
4656,2006,Winter,Belgium,BEL,4,6
4657,2006,Winter,Bermuda,BER,1,1
4658,2006,Winter,Bosnia and Herzegovina,BIH,6,9
4659,2006,Winter,Brazil,BRA,9,9
4660,2006,Winter,Bulgaria,BUL,21,25
4661,2006,Winter,Canada,CAN,167,72
4662,2006,Winter,Canada-1,CAN,12,6
4663,2006,Winter,Canada-2,CAN,12,6
4664,2006,Winter,Chile,CHI,9,10
4665,2006,Winter,China,CHN,67,50
4666,2006,Winter,China-1,CHN,2,1
4667,2006,Winter,China-2,CHN,2,1
4668,2006,Winter,China-3,CHN,2,1
4669,2006,Winter,Chinese Taipei,TPE,1,1
4670,2006,Winter,Costa Rica,CRC,1,1
4671,2006,Winter,Croatia,CRO,23,20
4672,2006,Winter,Cyprus,CYP,1,2
4673,2006,Winter,Czech Republic,CZE,82,52
4674,2006,Winter,Czech Republic-1,CZE,2,1
4675,2006,Winter,Czech Republic-2,CZE,2,1
4676,2006,Winter,Denmark,DEN,4,1
4677,2006,Winter,Estonia,EST,26,28
4678,2006,Winter,Ethiopia,ETH,1,1
4679,2006,Winter,Finland,FIN,90,36
4680,2006,Winter,France,FRA,78,54
4681,2006,Winter,France-1,FRA,2,1
4682,2006,Winter,France-2,FRA,2,1
4683,2006,Winter,Georgia,GEO,3,4
4684,2006,Winter,Germany,GER,133,65
4685,2006,Winter,Germany-1,GER,10,5
4686,2006,Winter,Germany-2,GER,12,5
4687,2006,Winter,Great Britain,GBR,39,30
4688,2006,Winter,Greece,GRE,5,8
4689,2006,Winter,Hong Kong,HKG,1,3
4690,2006,Winter,Hungary,HUN,19,22
4691,2006,Winter,Iceland,ISL,5,8
4692,2006,Winter,India,IND,4,5
4693,2006,Winter,Iran,IRI,2,3
4694,2006,Winter,Ireland,IRL,4,5
4695,2006,Winter,Israel,ISR,1,2
4696,2006,Winter,Israel-1,ISR,2,1
4697,2006,Winter,Israel-2,ISR,2,1
4698,2006,Winter,Italy,ITA,159,74
4699,2006,Winter,Italy-1,ITA,10,5
4700,2006,Winter,Italy-2,ITA,11,5
4701,2006,Winter,Japan,JPN,110,70
4702,2006,Winter,Kazakhstan,KAZ,55,33
4703,2006,Winter,Kenya,KEN,1,1
4704,2006,Winter,Kyrgyzstan,KGZ,1,2
4705,2006,Winter,Latvia,LAT,48,23
4706,2006,Winter,Latvia-1,LAT,4,2
4707,2006,Winter,Latvia-2,LAT,5,2
4708,2006,Winter,Lebanon,LIB,3,7
4709,2006,Winter,Liechtenstein,LIE,5,9
4710,2006,Winter,Lithuania,LTU,7,13
4711,2006,Winter,Luxembourg,LUX,1,1
4712,2006,Winter,Macedonia,MKD,3,5
4713,2006,Winter,Madagascar,MAD,1,2
4714,2006,Winter,Moldova,MDA,6,8
4715,2006,Winter,Monaco,MON,4,9
4716,2006,Winter,Mongolia,MGL,2,2
4717,2006,Winter,Nepal,NEP,1,1
4718,2006,Winter,Netherlands,NED,29,22
4719,2006,Winter,Netherlands-1,NED,2,1
4720,2006,Winter,Netherlands-2,NED,2,1
4721,2006,Winter,New Zealand,NZL,15,10
4722,2006,Winter,North Korea,PRK,6,5
4723,2006,Winter,Norway,NOR,67,47
4724,2006,Winter,Poland,POL,45,47
4725,2006,Winter,Portugal,POR,1,1
4726,2006,Winter,Romania,ROU,19,28
4727,2006,Winter,Romania-1,ROU,4,2
4728,2006,Winter,Romania-2,ROU,4,2
4729,2006,Winter,Russia,RUS,149,70
4730,2006,Winter,Russia-1,RUS,10,5
4731,2006,Winter,Russia-2,RUS,11,5
4732,2006,Winter,Russia-3,RUS,4,2
4733,2006,Winter,San Marino,SMR,1,1
4734,2006,Winter,Senegal,SEN,1,3
4735,2006,Winter,Serbia and Montenegro,SCG,6,10
4736,2006,Winter,Slovakia,SVK,58,38
4737,2006,Winter,Slovakia-1,SVK,2,1
4738,2006,Winter,Slovenia,SLO,36,38
4739,2006,Winter,South Africa,RSA,3,9
4740,2006,Winter,South Korea,KOR,40,37
4741,2006,Winter,Spain,ESP,16,15
4742,2006,Winter,Sweden,SWE,106,49
4743,2006,Winter,Switzerland,SUI,113,47
4744,2006,Winter,Switzerland-1,SUI,6,3
4745,2006,Winter,Switzerland-2,SUI,7,3
4746,2006,Winter,Tajikistan,TJK,1,3
4747,2006,Winter,Thailand,THA,1,1
4748,2006,Winter,Turkey,TUR,6,14
4749,2006,Winter,Ukraine,UKR,40,39
4750,2006,Winter,Ukraine-1,UKR,6,3
4751,2006,Winter,Ukraine-2,UKR,6,3
4752,2006,Winter,United States,USA,178,77
4753,2006,Winter,United States-1,USA,12,6
4754,2006,Winter,United States-2,USA,12,6
4755,2006,Winter,United States-3,USA,2,1
4756,2006,Winter,Uzbekistan,UZB,4,3
4757,2006,Winter,Venezuela,VEN,1,1
4758,2008,Summer,Afghanistan,AFG,4,4
4759,2008,Summer,Albania,ALB,11,12
4760,2008,Summer,Algeria,ALG,56,44
4761,2008,Summer,American Samoa,ASA,4,4
4762,2008,Summer,Andorra,AND,5,5
4763,2008,Summer,Angola,ANG,32,8
4764,2008,Summer,Antigua and Barbuda,ANT,5,5
4765,2008,Summer,Argentina,ARG,132,70
4766,2008,Summer,Argentina-1,ARG,2,1
4767,2008,Summer,Argentina-2,ARG,2,1
4768,2008,Summer,Armenia,ARM,25,24
4769,2008,Summer,Aruba,ARU,2,2
4770,2008,Summer,Australia,AUS,429,216
4771,2008,Summer,Australia-1,AUS,4,2
4772,2008,Summer,Australia-2,AUS,4,2
4773,2008,Summer,Austria,AUT,66,61
4774,2008,Summer,Austria-1,AUT,2,1
4775,2008,Summer,Austria-2,AUT,2,1
4776,2008,Summer,Azerbaijan,AZE,44,37
4777,2008,Summer,Bahamas,BAH,25,22
4778,2008,Summer,Bahrain,BRN,14,11
4779,2008,Summer,Bangladesh,BAN,5,5
4780,2008,Summer,Barbados,BAR,8,10
4781,2008,Summer,Belarus,BLR,175,121
4782,2008,Summer,Belarus-1,BLR,2,1
4783,2008,Summer,Belarus-2,BLR,2,1
4784,2008,Summer,Belgium,BEL,94,55
4785,2008,Summer,Belize,BIZ,4,4
4786,2008,Summer,Benin,BEN,5,5
4787,2008,Summer,Bermuda,BER,6,6
4788,2008,Summer,Bhutan,BHU,2,2
4789,2008,Summer,Bolivia,BOL,7,7
4790,2008,Summer,Bonaparte,GER,1,1
4791,2008,Summer,Bosnia and Herzegovina,BIH,5,7
4792,2008,Summer,Botswana,BOT,11,11
4793,2008,Summer,Brazil,BRA,260,143
4794,2008,Summer,Brazil-1,BRA,4,2
4795,2008,Summer,Brazil-2,BRA,4,2
4796,2008,Summer,Brentina,USA,1,1
4797,2008,Summer,Briar,SWE,1,1
4798,2008,Summer,British Virgin Islands,IVB,2,2
4799,2008,Summer,Bulgaria,BUL,70,60
4800,2008,Summer,Burkina Faso,BUR,6,6
4801,2008,Summer,Burundi,BDI,3,3
4802,2008,Summer,Calimucho,FRA,1,1
4803,2008,Summer,Cambodia,CAM,4,4
4804,2008,Summer,Cameroon,CMR,32,16
4805,2008,Summer,Canada,CAN,332,184
4806,2008,Summer,Cape Verde,CPV,2,2
4807,2008,Summer,Cayman Islands,CAY,4,6
4808,2008,Summer,Central African Republic,CAF,3,3
4809,2008,Summer,Chad,CHA,2,2
4810,2008,Summer,Chile,CHI,26,26
4811,2008,Summer,China,CHN,567,252
4812,2008,Summer,China-1,CHN,9,5
4813,2008,Summer,China-2,CHN,10,5
4814,2008,Summer,China-3,CHN,2,1
4815,2008,Summer,Chinese Taipei,TPE,79,41
4816,2008,Summer,Clearwater,DEN,1,1
4817,2008,Summer,Colombia,COL,67,74
4818,2008,Summer,Comoros,COM,3,3
4819,2008,Summer,Congo (Brazzaville),CGO,5,5
4820,2008,Summer,Congo (Kinshasa),COD,5,5
4821,2008,Summer,Cook Islands,COK,4,4
4822,2008,Summer,Costa Rica,CRC,8,8
4823,2008,Summer,Cote d'Ivoire,CIV,21,7
4824,2008,Summer,Croatia,CRO,99,66
4825,2008,Summer,Cuba,CUB,154,101
4826,2008,Summer,Cuba-1,CUB,2,1
4827,2008,Summer,Cuba-2,CUB,2,1
4828,2008,Summer,Cyprus,CYP,17,17
4829,2008,Summer,Czech Republic,CZE,131,103
4830,2008,Summer,Czech Republic-1,CZE,4,2
4831,2008,Summer,Czech Republic-2,CZE,4,2
4832,2008,Summer,Denmark,DEN,80,60
4833,2008,Summer,Denmark-1,DEN,2,1
4834,2008,Summer,Denmark-2,DEN,2,1
4835,2008,Summer,Diabolo St Maurice,FRA,1,1
4836,2008,Summer,Digby,DEN,1,1
4837,2008,Summer,Djibouti,DJI,2,2
4838,2008,Summer,Dominica,DMA,2,2
4839,2008,Summer,Dominican Republic,DOM,24,21
4840,2008,Summer,Don Schufro,DEN,1,1
4841,2008,Summer,Dow Jones,JPN,1,1
4842,2008,Summer,Ecuador,ECU,25,23
4843,2008,Summer,Egypt,EGY,100,68
4844,2008,Summer,El Salvador,ESA,11,14
4845,2008,Summer,Elvis Va,GER,1,1
4846,2008,Summer,Equatorial Guinea,GEQ,3,3
4847,2008,Summer,Eritrea,ERI,10,6
4848,2008,Summer,Estonia,EST,47,42
4849,2008,Summer,Ethiopia,ETH,27,10
4850,2008,Summer,Federated States of Micronesia,FSM,5,5
4851,2008,Summer,Fiji,FIJ,6,6
4852,2008,Summer,Finland,FIN,57,55
4853,2008,Summer,Floresco,SWE,1,1
4854,2008,Summer,France,FRA,308,203
4855,2008,Summer,France-1,FRA,2,1
4856,2008,Summer,France-2,FRA,2,1
